Unnamed: 0,Date,Home,Away,Unique_Devices,Starts,Live_Unique_Devices,Live_Starts,VOD_Unique_Devices,VOD_Starts,Life_Play_Time,Season,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets,dma_home,dma_away,National_Gm_Num,Network,Start_Time,End_Time,Duration_Mins,National_Rating,Average_Viewers_000,Average_Households_000,GM,DAY,ET,LOCAL,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
,2013-12-14,NYK,ATL,,,,,,,,2013-14,19812.0,19812.0,,,,,7.35,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-14,PHI,POR,,,,,,,,2013-14,10189.0,20328.0,,,,,2.94,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-14,UTA,SAS,,,,,,,,2013-14,19330.0,19911.0,,,,,0.92,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-14,WAS,LAC,,,,,,,,2013-14,16509.0,20356.0,,,,,2.48,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,ATL,WAS,,,,,,,,2013-14,11251.0,18047.0,,,,,2.41,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,BOS,NYK,,,,,,,,2013-14,17479.0,18624.0,,,,,2.42,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,DEN,UTA,,,,,,,,2013-14,15616.0,19155.0,,,,,1.63,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,DET,BRK,,,,,,,,2013-14,15159.0,19971.0,,,,,1.85,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,GSW,HOU,,,,,,,,2013-14,19596.0,19596.0,,,,,2.49,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,IND,CHA,,,,,,,,2013-14,18165.0,18165.0,,,,,1.09,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,MIL,CHI,,,,,,,,2013-14,15219.0,18717.0,,,,,0.9,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,NOP,MEM,,,,,,,,2013-14,15516.0,16867.0,,,,,0.64,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,OKC,LAL,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,ORL,CLE,,,,,,,,2013-14,16119.0,18846.0,,,,,1.52,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,PHX,SAC,,,,,,,,2013-14,14128.0,19023.0,,,,,1.89,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,SAS,MIN,,,,,,,,2013-14,18581.0,18418.0,,,,,0.94,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-13,TOR,PHI,,,,,,,,2013-14,17133.0,19800.0,,,,,2.86,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-12,BRK,LAC,,,,,,,,2013-14,15563.0,17732.0,,,,,7.35,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-12,POR,HOU,,,,,,,,2013-14,19997.0,21538.0,,,,,1.14,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,BOS,LAC,,,,,,,,2013-14,17587.0,18624.0,,,,,2.42,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,CHA,ORL,,,,,,,,2013-14,11377.0,19077.0,,,,,1.19,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,GSW,DAL,,,,,,,,2013-14,19596.0,19596.0,,,,,2.49,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,MEM,OKC,,,,,,,,2013-14,16345.0,18119.0,,,,,0.63,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,MIL,SAS,,,,,,,,2013-14,11087.0,18717.0,,,,,0.9,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,MIN,PHI,,,,,,,,2013-14,13450.0,19356.0,,,,,1.74,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,NOP,DET,,,,,,,,2013-14,14517.0,16867.0,,,,,0.64,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,NYK,CHI,,,,,,,,2013-14,19812.0,19812.0,,,,,7.35,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-11,SAC,UTA,,,,,,,,2013-14,15198.0,17317.0,,,,,1.38,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,ATL,OKC,,,,,,,,2013-14,12503.0,18047.0,,,,,2.41,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,BRK,BOS,,,,,,,,2013-14,15738.0,17732.0,,,,,7.35,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,CHI,MIL,,,,,,,,2013-14,21303.0,20917.0,,,,,3.46,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,CLE,NYK,,,,,,,,2013-14,14580.0,20562.0,,,,,1.5,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,DET,MIN,,,,,,,,2013-14,11251.0,19971.0,,,,,1.85,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,IND,MIA,,,,,,,,2013-14,18165.0,18165.0,,,,,1.09,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,LAL,PHX,,,,,,,,2013-14,18997.0,18997.0,,,,,5.48,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-10,TOR,SAS,,,,,,,,2013-14,17702.0,19800.0,,,,,2.86,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-09,CHA,GSW,,,,,,,,2013-14,13129.0,19077.0,,,,,1.19,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-09,MEM,ORL,,,,,,,,2013-14,13511.0,18119.0,,,,,0.63,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-09,PHI,LAC,,,,,,,,2013-14,12355.0,20328.0,,,,,2.94,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-09,SAC,DAL,,,,,,,,2013-14,15329.0,17317.0,,,,,1.38,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-09,UTA,POR,,,,,,,,2013-14,17555.0,19911.0,,,,,0.92,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-09,WAS,DEN,,,,,,,,2013-14,13293.0,20356.0,,,,,2.48,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-08,DET,MIA,,,,,,,,2013-14,18034.0,19971.0,,,,,1.85,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-08,HOU,ORL,,,,,,,,2013-14,16407.0,18055.0,,,,,2.45,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-08,LAL,TOR,,,,,,,,2013-14,18997.0,18997.0,,,,,5.48,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-08,NYK,BOS,,,,,,,,2013-14,19812.0,19812.0,,,,,7.35,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-08,OKC,IND,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,CHI,DET,,,,,,,,2013-14,21737.0,20917.0,,,,,3.46,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,CLE,LAC,,,,,,,,2013-14,16216.0,20562.0,,,,,1.5,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,MEM,GSW,,,,,,,,2013-14,15088.0,18119.0,,,,,0.63,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,MIL,BRK,,,,,,,,2013-14,14963.0,18717.0,,,,,0.9,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,MIN,MIA,,,,,,,,2013-14,19888.0,19356.0,,,,,1.74,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,PHI,DEN,,,,,,,,2013-14,13113.0,20328.0,,,,,2.94,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,POR,DAL,,,,,,,,2013-14,20142.0,21538.0,,,,,1.14,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,SAS,IND,,,,,,,,2013-14,18581.0,18418.0,,,,,0.94,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-07,UTA,SAC,,,,,,,,2013-14,16500.0,19911.0,,,,,0.92,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,ATL,CLE,,,,,,,,2013-14,13282.0,18047.0,,,,,2.41,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,BOS,DEN,,,,,,,,2013-14,17263.0,18624.0,,,,,2.42,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,CHA,PHI,,,,,,,,2013-14,14088.0,19077.0,,,,,1.19,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,HOU,GSW,,,,,,,,2013-14,18145.0,18055.0,,,,,2.45,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,NOP,OKC,,,,,,,,2013-14,17694.0,16867.0,,,,,0.64,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,NYK,ORL,,,,,,,,2013-14,19812.0,19812.0,,,,,7.35,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,PHX,TOR,,,,,,,,2013-14,12672.0,19023.0,,,,,1.89,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,POR,UTA,,,,,,,,2013-14,19833.0,21538.0,,,,,1.14,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,SAC,LAL,,,,,,,,2013-14,17317.0,17317.0,,,,,1.38,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-06,WAS,MIL,,,,,,,,2013-14,18194.0,20356.0,,,,,2.48,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-05,BRK,NYK,,,,,,,,2013-14,17732.0,17732.0,,,,,7.35,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-05,CHI,MIA,,,,,,,,2013-14,22125.0,20917.0,,,,,3.46,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-05,MEM,LAC,,,,,,,,2013-14,15112.0,18119.0,,,,,0.63,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,ATL,LAC,,,,,,,,2013-14,12020.0,18047.0,,,,,2.41,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,CLE,DEN,,,,,,,,2013-14,14642.0,20562.0,,,,,1.5,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,HOU,PHX,,,,,,,,2013-14,18151.0,18055.0,,,,,2.45,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,MIL,DET,,,,,,,,2013-14,12835.0,18717.0,,,,,0.9,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,NOP,DAL,,,,,,,,2013-14,14524.0,16867.0,,,,,0.64,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,POR,OKC,,,,,,,,2013-14,18950.0,21538.0,,,,,1.14,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-04,UTA,IND,,,,,,,,2013-14,15519.0,19911.0,,,,,0.92,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,BOS,MIL,,,,,,,,2013-14,16649.0,18624.0,,,,,2.42,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,BRK,DEN,,,,,,,,2013-14,17732.0,17732.0,,,,,7.35,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,DAL,CHA,,,,,,,,2013-14,19612.0,19200.0,,,,,2.71,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,GSW,TOR,,,,,,,,2013-14,19596.0,19596.0,,,,,2.49,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,MEM,PHX,,,,,,,,2013-14,15069.0,18119.0,,,,,0.63,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,MIA,DET,,,,,,,,2013-14,19741.0,19600.0,,,,,1.7,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,PHI,ORL,,,,,,,,2013-14,10061.0,20328.0,,,,,2.94,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-03,SAC,OKC,,,,,,,,2013-14,15089.0,17317.0,,,,,1.38,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-02,CHI,NOP,,,,,,,,2013-14,21615.0,20917.0,,,,,3.46,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-02,POR,IND,,,,,,,,2013-14,19023.0,21538.0,,,,,1.14,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-02,SAS,ATL,,,,,,,,2013-14,17318.0,18418.0,,,,,0.94,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-02,UTA,HOU,,,,,,,,2013-14,15801.0,19911.0,,,,,0.92,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-02,WAS,ORL,,,,,,,,2013-14,12809.0,20356.0,,,,,2.48,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,DET,PHI,,,,,,,,2013-14,14107.0,19971.0,,,,,1.85,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,LAC,IND,,,,,,,,2013-14,19060.0,19060.0,,,,,5.48,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,LAL,POR,,,,,,,,2013-14,18997.0,18997.0,,,,,5.48,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,MIA,CHA,,,,,,,,2013-14,19617.0,19600.0,,,,,1.7,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,NYK,NOP,,,,,,,,2013-14,19812.0,19812.0,,,,,7.35,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,OKC,MIN,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,SAC,GSW,,,,,,,,2013-14,15588.0,17317.0,,,,,1.38,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-12-01,TOR,DEN,,,,,,,,2013-14,16290.0,19800.0,,,,,2.86,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,CLE,CHI,,,,,,,,2013-14,17296.0,20562.0,,,,,1.5,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,DAL,MIN,,,,,,,,2013-14,20173.0,19200.0,,,,,2.71,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,MEM,BRK,,,,,,,,2013-14,17012.0,18119.0,,,,,0.63,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,MIL,BOS,,,,,,,,2013-14,15471.0,18717.0,,,,,0.9,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,PHX,UTA,,,,,,,,2013-14,12957.0,19023.0,,,,,1.89,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,SAS,HOU,,,,,,,,2013-14,18581.0,18418.0,,,,,0.94,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-30,WAS,ATL,,,,,,,,2013-14,14280.0,20356.0,,,,,2.48,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,ATL,DAL,,,,,,,,2013-14,15463.0,18047.0,,,,,2.41,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,BOS,CLE,,,,,,,,2013-14,17685.0,18624.0,,,,,2.42,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,CHA,MIL,,,,,,,,2013-14,15081.0,19077.0,,,,,1.19,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,DEN,NYK,,,,,,,,2013-14,19155.0,19155.0,,,,,1.63,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,DET,LAL,,,,,,,,2013-14,15202.0,19971.0,,,,,1.85,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,HOU,BRK,,,,,,,,2013-14,18138.0,18055.0,,,,,2.45,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,IND,WAS,,,,,,,,2013-14,18165.0,18165.0,,,,,1.09,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,OKC,GSW,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,ORL,SAS,,,,,,,,2013-14,15159.0,18846.0,,,,,1.52,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,PHI,NOP,,,,,,,,2013-14,17807.0,20328.0,,,,,2.94,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,SAC,LAC,,,,,,,,2013-14,17317.0,17317.0,,,,,1.38,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,TOR,MIA,,,,,,,,2013-14,18290.0,19800.0,,,,,2.86,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-29,UTA,PHX,,,,,,,,2013-14,18435.0,19911.0,,,,,0.92,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,BOS,MEM,,,,,,,,2013-14,17319.0,18624.0,,,,,2.42,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,BRK,LAL,,,,,,,,2013-14,17732.0,17732.0,,,,,7.35,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,CHA,IND,,,,,,,,2013-14,15170.0,19077.0,,,,,1.19,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,CLE,MIA,,,,,,,,2013-14,20562.0,20562.0,,,,,1.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,DAL,GSW,,,,,,,,2013-14,20211.0,19200.0,,,,,2.71,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,DET,CHI,,,,,,,,2013-14,14228.0,19971.0,,,,,1.85,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,HOU,ATL,,,,,,,,2013-14,18051.0,18055.0,,,,,2.45,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,LAC,NYK,,,,,,,,2013-14,19270.0,19060.0,,,,,5.48,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,MIL,WAS,,,,,,,,2013-14,11584.0,18717.0,,,,,0.9,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,MIN,DEN,,,,,,,,2013-14,14244.0,19356.0,,,,,1.74,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,OKC,SAS,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,ORL,PHI,,,,,,,,2013-14,15839.0,18846.0,,,,,1.52,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-27,PHX,POR,,,,,,,,2013-14,12731.0,19023.0,,,,,1.89,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-26,ATL,ORL,,,,,,,,2013-14,13164.0,18047.0,,,,,2.41,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-26,NOP,GSW,,,,,,,,2013-14,15330.0,16867.0,,,,,0.64,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-26,TOR,BRK,,,,,,,,2013-14,16421.0,19800.0,,,,,2.86,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-26,WAS,LAL,,,,,,,,2013-14,19204.0,20356.0,,,,,2.48,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,CHA,BOS,,,,,,,,2013-14,13558.0,19077.0,,,,,1.19,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,DAL,DEN,,,,,,,,2013-14,19677.0,19200.0,,,,,2.71,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,DET,MIL,,,,,,,,2013-14,12150.0,19971.0,,,,,1.85,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,IND,MIN,,,,,,,,2013-14,16426.0,18165.0,,,,,1.09,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,MEM,HOU,,,,,,,,2013-14,15246.0,18119.0,,,,,0.63,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,MIA,PHX,,,,,,,,2013-14,19758.0,19600.0,,,,,1.7,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,POR,NYK,,,,,,,,2013-14,19939.0,21538.0,,,,,1.14,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,SAS,NOP,,,,,,,,2013-14,18323.0,18418.0,,,,,0.94,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-25,UTA,CHI,,,,,,,,2013-14,18936.0,19911.0,,,,,0.92,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-24,BRK,DET,,,,,,,,2013-14,17732.0,17732.0,,,,,7.35,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-24,LAC,CHI,,,,,,,,2013-14,19245.0,19060.0,,,,,5.48,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-24,LAL,SAC,,,,,,,,2013-14,18997.0,18997.0,,,,,5.48,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-24,OKC,UTA,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-24,ORL,PHX,,,,,,,,2013-14,15785.0,18846.0,,,,,1.52,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,ATL,BOS,,,,,,,,2013-14,15189.0,18047.0,,,,,2.41,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,DEN,DAL,,,,,,,,2013-14,17841.0,19155.0,,,,,1.63,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,GSW,POR,,,,,,,,2013-14,19596.0,19596.0,,,,,2.49,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,HOU,MIN,,,,,,,,2013-14,18196.0,18055.0,,,,,2.45,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,IND,PHI,,,,,,,,2013-14,18165.0,18165.0,,,,,1.09,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,LAC,SAC,,,,,,,,2013-14,19060.0,19060.0,,,,,5.48,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,MIA,ORL,,,,,,,,2013-14,19647.0,19600.0,,,,,1.7,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,MIL,CHA,,,,,,,,2013-14,14871.0,18717.0,,,,,0.9,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,SAS,CLE,,,,,,,,2013-14,18581.0,18418.0,,,,,0.94,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-23,WAS,NYK,,,,,,,,2013-14,18089.0,20356.0,,,,,2.48,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,BOS,IND,,,,,,,,2013-14,18624.0,18624.0,,,,,2.42,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,CHA,PHX,,,,,,,,2013-14,14916.0,19077.0,,,,,1.19,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,DAL,UTA,,,,,,,,2013-14,19781.0,19200.0,,,,,2.71,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,DET,ATL,,,,,,,,2013-14,13467.0,19971.0,,,,,1.85,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,LAL,GSW,,,,,,,,2013-14,18997.0,18997.0,,,,,5.48,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,MEM,SAS,,,,,,,,2013-14,17109.0,18119.0,,,,,0.63,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,MIN,BRK,,,,,,,,2013-14,15551.0,19356.0,,,,,1.74,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,NOP,CLE,,,,,,,,2013-14,15186.0,16867.0,,,,,0.64,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,PHI,MIL,,,,,,,,2013-14,13588.0,20328.0,,,,,2.94,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,POR,CHI,,,,,,,,2013-14,20618.0,21538.0,,,,,1.14,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-22,TOR,WAS,,,,,,,,2013-14,18671.0,19800.0,,,,,2.86,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-21,DEN,CHI,,,,,,,,2013-14,18423.0,19155.0,,,,,1.63,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-21,OKC,LAC,,,,,,,,2013-14,18203.0,18203.0,,,,,0.72,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-20,ATL,DET,,,,,,,,2013-14,13167.0,18047.0,,,,,2.41,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-20,CHA,BRK,,,,,,,,2013-14,13843.0,19077.0,,,,,1.19,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-20,CLE,WAS,,,,,,,,2013-14,16189.0,20562.0,,,,,1.5,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013-11-20,DAL,HOU,,,,,,,,2013-14,20045.0,19200.0,,,,,2.71,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
