Season,Home,Away,Date,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets
2012-13,ATL,CLE,2013-04-01,13026,18047,,,,
2012-13,HOU,ORL,2013-04-01,16273,18055,,,,
2012-13,LAC,IND,2013-04-01,19384,19060,,,,
2012-13,MEM,SAS,2013-04-01,16642,18119,,,,
2012-13,MIL,CHA,2013-04-01,15315,18717,,,,
2012-13,MIN,BOS,2013-04-01,14546,19356,,,,
2012-13,TOR,DET,2013-04-01,17115,19800,,,,
2012-13,UTA,POR,2013-04-01,18336,19911,,,,
2012-13,CHI,DET,2013-03-31,21864,20917,,,,
2012-13,NOP,CLE,2013-03-31,11008,16867,,,,
2012-13,NYK,BOS,2013-03-31,19033,19812,,,,
2012-13,SAS,MIA,2013-03-31,18581,18418,,,,
2012-13,WAS,TOR,2013-03-31,14360,20356,,,,
2012-13,ATL,ORL,2013-03-30,17152,18047,,,,
2012-13,DAL,CHI,2013-03-30,20502,19200,,,,
2012-13,GSW,POR,2013-03-30,19596,19596,,,,
2012-13,HOU,LAC,2013-03-30,18303,18055,,,,
2012-13,MIL,OKC,2013-03-30,17578,18717,,,,
2012-13,MIN,MEM,2013-03-30,13680,19356,,,,
2012-13,PHI,CHA,2013-03-30,16764,20328,,,,
2012-13,PHX,IND,2013-03-30,17090,19023,,,,
2012-13,SAC,LAL,2013-03-30,17317,17317,,,,
2012-13,UTA,BRK,2013-03-30,18008,19911,,,,
2012-13,BOS,ATL,2013-03-29,18624,18624,,,,
2012-13,CLE,PHI,2013-03-29,17324,20562,,,,
2012-13,DEN,BRK,2013-03-29,19155,19155,,,,
2012-13,DET,TOR,2013-03-29,19322,19971,,,,
2012-13,MEM,HOU,2013-03-29,18119,18119,,,,
2012-13,MIN,OKC,2013-03-29,18121,19356,,,,
2012-13,NOP,MIA,2013-03-29,18647,16867,,,,
2012-13,NYK,CHA,2013-03-29,19033,19812,,,,
2012-13,ORL,WAS,2013-03-29,17998,18846,,,,
2012-13,POR,UTA,2013-03-29,19527,21538,,,,
2012-13,SAS,LAC,2013-03-29,18581,18418,,,,
2012-13,DAL,IND,2013-03-28,20037,19200,,,,
2012-13,MIL,LAL,2013-03-28,16884,18717,,,,
2012-13,PHX,SAC,2013-03-28,15086,19023,,,,
2012-13,CHA,ORL,2013-03-27,11839,19077,,,,
2012-13,CHI,MIA,2013-03-27,23014,20917,,,,
2012-13,CLE,BOS,2013-03-27,17130,20562,,,,
2012-13,GSW,SAC,2013-03-27,19596,19596,,,,
2012-13,HOU,IND,2013-03-27,18134,18055,,,,
2012-13,MIN,LAL,2013-03-27,18029,19356,,,,
2012-13,NOP,LAC,2013-03-27,15128,16867,,,,
2012-13,NYK,MEM,2013-03-27,19033,19812,,,,
2012-13,OKC,WAS,2013-03-27,18203,18203,,,,
2012-13,PHI,MIL,2013-03-27,16640,20328,,,,
2012-13,POR,BRK,2013-03-27,20127,21538,,,,
2012-13,SAS,DEN,2013-03-27,18581,18418,,,,
2012-13,TOR,ATL,2013-03-27,18206,19800,,,,
2012-13,UTA,PHX,2013-03-27,16949,19911,,,,
2012-13,BOS,NYK,2013-03-26,18624,18624,,,,
2012-13,DAL,LAC,2013-03-26,20291,19200,,,,
2012-13,DET,MIN,2013-03-26,16877,19971,,,,
2012-13,GSW,LAL,2013-03-25,19596,19596,,,,
2012-13,IND,ATL,2013-03-25,14336,18165,,,,
2012-13,NOP,DEN,2013-03-25,11185,16867,,,,
2012-13,ORL,MIA,2013-03-25,18846,18846,,,,
2012-13,UTA,PHI,2013-03-25,17336,19911,,,,
2012-13,WAS,MEM,2013-03-25,17868,20356,,,,
2012-13,DAL,UTA,2013-03-24,19821,19200,,,,
2012-13,HOU,SAS,2013-03-24,18245,18055,,,,
2012-13,MIA,CHA,2013-03-24,20350,19600,,,,
2012-13,MIL,ATL,2013-03-24,17587,18717,,,,
2012-13,MIN,CHI,2013-03-24,17330,19356,,,,
2012-13,OKC,POR,2013-03-24,18203,18203,,,,
2012-13,PHX,BRK,2013-03-24,14800,19023,,,,
2012-13,SAC,PHI,2013-03-24,14647,17317,,,,
2012-13,CHA,DET,2013-03-23,16375,19077,,,,
2012-13,CHI,IND,2013-03-23,22494,20917,,,,
2012-13,DEN,SAC,2013-03-23,19155,19155,,,,
2012-13,GSW,WAS,2013-03-23,19596,19596,,,,
2012-13,LAC,BRK,2013-03-23,19506,19060,,,,
2012-13,MEM,BOS,2013-03-23,18119,18119,,,,
2012-13,NYK,TOR,2013-03-23,19033,19812,,,,
2012-13,ATL,POR,2013-03-22,16348,18047,,,,
2012-13,DAL,BOS,2013-03-22,20387,19200,,,,
2012-13,HOU,CLE,2013-03-22,15694,18055,,,,
2012-13,IND,MIL,2013-03-22,18165,18165,,,,
2012-13,LAL,WAS,2013-03-22,18997,18997,,,,
2012-13,MIA,DET,2013-03-22,20350,19600,,,,
2012-13,NOP,MEM,2013-03-22,16494,16867,,,,
2012-13,ORL,OKC,2013-03-22,17429,18846,,,,
2012-13,PHX,MIN,2013-03-22,16155,19023,,,,
2012-13,SAS,UTA,2013-03-22,18581,18418,,,,
2012-13,TOR,NYK,2013-03-22,19800,19800,,,,
2012-13,CHI,POR,2013-03-21,21946,20917,,,,
2012-13,DEN,PHI,2013-03-21,19155,19155,,,,
2012-13,SAC,MIN,2013-03-21,12176,17317,,,,
2012-13,ATL,MIL,2013-03-20,11920,18047,,,,
2012-13,CHA,TOR,2013-03-20,12872,19077,,,,
2012-13,CLE,MIA,2013-03-20,20562,20562,,,,
2012-13,DAL,BRK,2013-03-20,19962,19200,,,,
2012-13,HOU,UTA,2013-03-20,15739,18055,,,,
2012-13,LAC,PHI,2013-03-20,19187,19060,,,,
2012-13,MEM,OKC,2013-03-20,18119,18119,,,,
2012-13,NOP,BOS,2013-03-20,14740,16867,,,,
2012-13,NYK,ORL,2013-03-20,19033,19812,,,,
2012-13,PHX,WAS,2013-03-20,14819,19023,,,,
2012-13,SAS,GSW,2013-03-20,17751,18418,,,,
2012-13,IND,ORL,2013-03-19,14343,18165,,,,
2012-13,MIL,POR,2013-03-19,14397,18717,,,,
2012-13,OKC,DEN,2013-03-19,18203,18203,,,,
2012-13,SAC,LAC,2013-03-19,13563,17317,,,,
2012-13,ATL,DAL,2013-03-18,14505,18047,,,,
2012-13,BOS,MIA,2013-03-18,18624,18624,,,,
2012-13,CHA,WAS,2013-03-18,10141,19077,,,,
2012-13,CHI,DEN,2013-03-18,22138,20917,,,,
2012-13,CLE,IND,2013-03-18,13016,20562,,,,
2012-13,DET,BRK,2013-03-18,16072,19971,,,,
2012-13,MEM,MIN,2013-03-18,16378,18119,,,,
2012-13,NOP,GSW,2013-03-18,11844,16867,,,,
2012-13,PHI,POR,2013-03-18,15623,20328,,,,
2012-13,PHX,LAL,2013-03-18,17102,19023,,,,
2012-13,UTA,NYK,2013-03-18,18494,19911,,,,
2012-13,BRK,ATL,2013-03-17,17732,17732,,,,
2012-13,DAL,OKC,2013-03-17,20284,19200,,,,
2012-13,HOU,GSW,2013-03-17,18219,18055,,,,
2012-13,LAC,NYK,2013-03-17,19412,19060,,,,
2012-13,LAL,SAC,2013-03-17,18997,18997,,,,
2012-13,MIL,ORL,2013-03-17,15591,18717,,,,
2012-13,MIN,NOP,2013-03-17,14246,19356,,,,
2012-13,TOR,MIA,2013-03-17,18564,19800,,,,
2012-13,BOS,CHA,2013-03-16,18624,18624,,,,
2012-13,PHI,IND,2013-03-16,18587,20328,,,,
2012-13,POR,DET,2013-03-16,20161,21538,,,,
2012-13,SAS,CLE,2013-03-16,18581,18418,,,,
2012-13,UTA,MEM,2013-03-16,17122,19911,,,,
2012-13,WAS,PHX,2013-03-16,16882,20356,,,,
2012-13,ATL,PHX,2013-03-15,14282,18047,,,,
2012-13,DAL,CLE,2013-03-15,20482,19200,,,,
2012-13,DEN,MEM,2013-03-15,19408,19155,,,,
2012-13,GSW,CHI,2013-03-15,19596,19596,,,,
2012-13,HOU,MIN,2013-03-15,18046,18055,,,,
2012-13,IND,LAL,2013-03-15,18165,18165,,,,
2012-13,MIL,MIA,2013-03-15,18717,18717,,,,
2012-13,OKC,ORL,2013-03-15,18203,18203,,,,
2012-13,TOR,CHA,2013-03-15,17514,19800,,,,
2012-13,WAS,NOP,2013-03-15,14942,20356,,,,
2012-13,POR,NYK,2013-03-14,20636,21538,,,,
2012-13,SAS,DAL,2013-03-14,18581,18418,,,,
2012-13,ATL,LAL,2013-03-13,19163,18047,,,,
2012-13,BOS,TOR,2013-03-13,18624,18624,,,,
2012-13,DEN,NYK,2013-03-13,19155,19155,,,,
2012-13,GSW,DET,2013-03-13,19596,19596,,,,
2012-13,HOU,PHX,2013-03-13,18132,18055,,,,
2012-13,IND,MIN,2013-03-13,14187,18165,,,,
2012-13,LAC,MEM,2013-03-13,19316,19060,,,,
2012-13,OKC,UTA,2013-03-13,18203,18203,,,,
2012-13,PHI,MIA,2013-03-13,20398,20328,,,,
2012-13,SAC,CHI,2013-03-13,14426,17317,,,,
2012-13,WAS,MIL,2013-03-13,14506,20356,,,,
2012-13,BRK,NOP,2013-03-12,17732,17732,,,,
2012-13,CHA,BOS,2013-03-12,15006,19077,,,,
2012-13,CLE,WAS,2013-03-12,14689,20562,,,,
2012-13,MIA,ATL,2013-03-12,20350,19600,,,,
2012-13,MIL,DAL,2013-03-12,14154,18717,,,,
2012-13,MIN,SAS,2013-03-12,14219,19356,,,,
2012-13,ORL,LAL,2013-03-12,19287,18846,,,,
2012-13,POR,MEM,2013-03-12,18754,21538,,,,
2012-13,GSW,NYK,2013-03-11,19596,19596,,,,
2012-13,PHI,BRK,2013-03-11,16789,20328,,,,
2012-13,PHX,DEN,2013-03-11,15597,19023,,,,
2012-13,SAS,OKC,2013-03-11,18581,18418,,,,
2012-13,UTA,DET,2013-03-11,18568,19911,,,,
2012-13,LAC,DET,2013-03-10,19344,19060,,,,
2012-13,LAL,CHI,2013-03-10,18997,18997,,,,
2012-13,MIA,IND,2013-03-10,20219,19600,,,,
2012-13,MIN,DAL,2013-03-10,15209,19356,,,,
2012-13,NOP,POR,2013-03-10,15036,16867,,,,
2012-13,OKC,BOS,2013-03-10,18203,18203,,,,
2012-13,ORL,PHI,2013-03-10,16317,18846,,,,
2012-13,SAC,MIL,2013-03-10,14761,17317,,,,
2012-13,TOR,CLE,2013-03-10,19800,19800,,,,
2012-13,ATL,BRK,2013-03-09,17282,18047,,,,
2012-13,DEN,MIN,2013-03-09,18823,19155,,,,
2012-13,GSW,MIL,2013-03-09,19596,19596,,,,
2012-13,MEM,NOP,2013-03-09,17501,18119,,,,
2012-13,NYK,UTA,2013-03-09,19033,19812,,,,
2012-13,PHX,HOU,2013-03-09,16734,19023,,,,
2012-13,WAS,CHA,2013-03-09,16357,20356,,,,
2012-13,BOS,ATL,2013-03-08,18624,18624,,,,
2012-13,BRK,WAS,2013-03-08,17732,17732,,,,
2012-13,CHA,OKC,2013-03-08,18870,19077,,,,
2012-13,CHI,UTA,2013-03-08,21842,20917,,,,
2012-13,CLE,MEM,2013-03-08,17032,20562,,,,
2012-13,DET,DAL,2013-03-08,19504,19971,,,,
2012-13,GSW,HOU,2013-03-08,19596,19596,,,,
2012-13,LAL,TOR,2013-03-08,18997,18997,,,,
2012-13,MIA,PHI,2013-03-08,20029,19600,,,,
2012-13,ORL,IND,2013-03-08,16515,18846,,,,
2012-13,SAC,PHX,2013-03-08,13501,17317,,,,
2012-13,SAS,POR,2013-03-08,18581,18418,,,,
2012-13,DEN,LAC,2013-03-07,18857,19155,,,,
2012-13,NYK,OKC,2013-03-07,19033,19812,,,,
2012-13,ATL,PHI,2013-03-06,13018,18047,,,,
2012-13,CHA,BRK,2013-03-06,13382,19077,,,,
2012-13,CLE,UTA,2013-03-06,12124,20562,,,,
2012-13,DAL,HOU,2013-03-06,20344,19200,,,,
2012-13,DET,NYK,2013-03-06,16181,19971,,,,
2012-13,GSW,SAC,2013-03-06,19596,19596,,,,
2012-13,IND,BOS,2013-03-06,17833,18165,,,,
2012-13,LAC,MIL,2013-03-06,19060,19060,,,,
2012-13,MEM,POR,2013-03-06,16214,18119,,,,
2012-13,MIA,ORL,2013-03-06,20001,19600,,,,
2012-13,MIN,WAS,2013-03-06,13233,19356,,,,
2012-13,NOP,LAL,2013-03-06,16019,16867,,,,
2012-13,PHX,TOR,2013-03-06,13173,19023,,,,
2012-13,SAS,CHI,2013-03-06,18581,18418,,,,
2012-13,OKC,LAL,2013-03-05,18203,18203,,,,
2012-13,PHI,BOS,2013-03-05,16189,20328,,,,
2012-13,SAC,DEN,2013-03-05,11923,17317,,,,
2012-13,CLE,NYK,2013-03-04,19784,20562,,,,
2012-13,DEN,ATL,2013-03-04,17554,19155,,,,
2012-13,GSW,TOR,2013-03-04,19596,19596,,,,
2012-13,MIL,UTA,2013-03-04,13926,18717,,,,
2012-13,MIN,MIA,2013-03-04,18391,19356,,,,
2012-13,NOP,ORL,2013-03-04,11050,16867,,,,
2012-13,POR,CHA,2013-03-04,18330,21538,,,,
2012-13,HOU,DAL,2013-03-03,18123,18055,,,,
2012-13,IND,CHI,2013-03-03,17533,18165,,,,
2012-13,LAC,OKC,2013-03-03,19371,19060,,,,
2012-13,LAL,ATL,2013-03-03,18997,18997,,,,
2012-13,NYK,MIA,2013-03-03,19033,19812,,,,
2012-13,ORL,MEM,2013-03-03,16020,18846,,,,
2012-13,SAC,CHA,2013-03-03,14555,17317,,,,
2012-13,SAS,DET,2013-03-03,18581,18418,,,,
2012-13,WAS,PHI,2013-03-03,17370,20356,,,,
2012-13,CHI,BRK,2013-03-02,22414,20917,,,,
2012-13,MIL,TOR,2013-03-02,16165,18717,,,,
2012-13,PHI,GSW,2013-03-02,17929,20328,,,,
2012-13,POR,MIN,2013-03-02,20390,21538,,,,
2012-13,BOS,GSW,2013-03-01,18624,18624,,,,
2012-13,BRK,DAL,2013-03-01,17732,17732,,,,
2012-13,CLE,LAC,2013-03-01,20562,20562,,,,
2012-13,DEN,OKC,2013-03-01,19521,19155,,,,
2012-13,MIA,MEM,2013-03-01,20128,19600,,,,
2012-13,NOP,DET,2013-03-01,14189,16867,,,,
2012-13,ORL,HOU,2013-03-01,16677,18846,,,,
2012-13,PHX,ATL,2013-03-01,15269,19023,,,,
2012-13,SAS,SAC,2013-03-01,18581,18418,,,,
2012-13,TOR,IND,2013-03-01,18268,19800,,,,
2012-13,UTA,CHA,2013-03-01,17691,19911,,,,
2012-13,WAS,NYK,2013-03-01,20308,20356,,,,
2012-13,CHI,PHI,2013-02-28,21576,20917,,,,
2012-13,IND,LAC,2013-02-28,18165,18165,,,,
2012-13,LAL,MIN,2013-02-28,18997,18997,,,,
2012-13,CLE,TOR,2013-02-27,13368,20562,,,,
2012-13,HOU,MIL,2013-02-27,15463,18055,,,,
2012-13,MEM,DAL,2013-02-27,16017,18119,,,,
2012-13,NYK,GSW,2013-02-27,19033,19812,,,,
2012-13,OKC,NOP,2013-02-27,18203,18203,,,,
2012-13,ORL,SAC,2013-02-27,16722,18846,,,,
2012-13,POR,DEN,2013-02-27,20077,21538,,,,
2012-13,SAS,PHX,2013-02-27,17573,18418,,,,
2012-13,UTA,ATL,2013-02-27,19267,19911,,,,
2012-13,WAS,DET,2013-02-27,14298,20356,,,,
2012-13,CHI,CLE,2013-02-26,21501,20917,,,,
2012-13,DAL,MIL,2013-02-26,19870,19200,,,,
2012-13,IND,GSW,2013-02-26,14426,18165,,,,
2012-13,LAC,CHA,2013-02-26,19060,19060,,,,
2012-13,MIA,SAC,2013-02-26,19734,19600,,,,
2012-13,NOP,BRK,2013-02-26,12651,16867,,,,
2012-13,PHI,ORL,2013-02-26,18432,20328,,,,
2012-13,PHX,MIN,2013-02-26,14973,19023,,,,
2012-13,DEN,LAL,2013-02-25,19155,19155,,,,
2012-13,DET,ATL,2013-02-25,12417,19971,,,,
2012-13,TOR,WAS,2013-02-25,16705,19800,,,,
2012-13,UTA,BOS,2013-02-25,19911,19911,,,,
2012-13,BRK,MEM,2013-02-24,17098,17732,,,,
2012-13,DAL,LAL,2013-02-24,20440,19200,,,,
2012-13,MIA,CLE,2013-02-24,20006,19600,,,,
2012-13,MIN,GSW,2013-02-24,18033,19356,,,,
2012-13,NOP,SAC,2013-02-24,12788,16867,,,,
2012-13,NYK,PHI,2013-02-24,19033,19812,,,,
2012-13,OKC,CHI,2013-02-24,18203,18203,,,,
2012-13,PHX,SAS,2013-02-24,14923,19023,,,,
2012-13,POR,BOS,2013-02-24,20484,21538,,,,
2012-13,CHA,DEN,2013-02-23,18481,19077,,,,
2012-13,DET,IND,2013-02-23,17509,19971,,,,
2012-13,LAC,UTA,2013-02-23,19165,19060,,,,
2012-13,MIL,ATL,2013-02-23,18289,18717,,,,
2012-13,ORL,CLE,2013-02-23,17171,18846,,,,
2012-13,PHI,MIA,2013-02-23,20665,20328,,,,
2012-13,WAS,HOU,2013-02-23,20308,20356,,,,
2012-13,ATL,SAC,2013-02-22,15031,18047,,,,
2012-13,BRK,HOU,2013-02-22,17732,17732,,,,
2012-13,CHA,CHI,2013-02-22,17870,19077,,,,
2012-13,GSW,SAS,2013-02-22,19596,19596,,,,
2012-13,IND,DET,2013-02-22,17750,18165,,,,
2012-13,LAL,POR,2013-02-22,18997,18997,,,,
2012-13,MEM,ORL,2013-02-22,17669,18119,,,,
2012-13,NOP,DAL,2013-02-22,16538,16867,,,,
2012-13,OKC,MIN,2013-02-22,18203,18203,,,,
2012-13,PHX,BOS,2013-02-22,18422,19023,,,,
2012-13,TOR,NYK,2013-02-22,19800,19800,,,,
2012-13,WAS,DEN,2013-02-22,16527,20356,,,,
2012-13,CHI,MIA,2013-02-21,22640,20917,,,,
2012-13,LAC,SAS,2013-02-21,19343,19060,,,,
2012-13,ATL,MIA,2013-02-20,18238,18047,,,,
2012-13,CHA,DET,2013-02-20,13112,19077,,,,
2012-13,CLE,NOP,2013-02-20,16103,20562,,,,
2012-13,DAL,ORL,2013-02-20,19965,19200,,,,
2012-13,GSW,PHX,2013-02-20,19596,19596,,,,
2012-13,HOU,OKC,2013-02-20,18224,18055,,,,
2012-13,IND,NYK,2013-02-20,16123,18165,,,,
2012-13,LAL,BOS,2013-02-20,18997,18997,,,,
2012-13,MIL,BRK,2013-02-20,14563,18717,,,,
2012-13,MIN,PHI,2013-02-20,14439,19356,,,,
2012-13,TOR,MEM,2013-02-20,19800,19800,,,,
2012-13,BRK,MIL,2013-02-19,17334,17732,,,,
2012-13,DEN,BOS,2013-02-19,19155,19155,,,,
2012-13,DET,MEM,2013-02-19,13481,19971,,,,
2012-13,NOP,CHI,2013-02-19,13612,16867,,,,
2012-13,ORL,CHA,2013-02-19,17037,18846,,,,
2012-13,POR,PHX,2013-02-19,20499,21538,,,,
2012-13,SAC,SAS,2013-02-19,14940,17317,,,,
2012-13,UTA,GSW,2013-02-19,18231,19911,,,,
2012-13,WAS,TOR,2013-02-19,13923,20356,,,,
2012-13,LAL,LAC,2013-02-14,18997,18997,,,,
2012-13,OKC,MIA,2013-02-14,18203,18203,,,,
2012-13,BOS,CHI,2013-02-13,18624,18624,,,,
2012-13,BRK,DEN,2013-02-13,17251,17732,,,,
2012-13,CLE,SAS,2013-02-13,12162,20562,,,,
2012-13,DAL,SAC,2013-02-13,19892,19200,,,,
2012-13,DET,WAS,2013-02-13,11095,19971,,,,
2012-13,IND,CHA,2013-02-13,11707,18165,,,,
2012-13,LAC,HOU,2013-02-13,19251,19060,,,,
2012-13,MIL,PHI,2013-02-13,15114,18717,,,,
2012-13,MIN,UTA,2013-02-13,13117,19356,,,,
2012-13,NOP,POR,2013-02-13,11656,16867,,,,
2012-13,NYK,TOR,2013-02-13,19033,19812,,,,
2012-13,ORL,ATL,2013-02-13,17649,18846,,,,
2012-13,GSW,HOU,2013-02-12,19596,19596,,,,
2012-13,LAL,PHX,2013-02-12,18997,18997,,,,
2012-13,MEM,SAC,2013-02-12,14722,18119,,,,
2012-13,MIA,POR,2013-02-12,20032,19600,,,,
2012-13,TOR,DEN,2013-02-12,16738,19800,,,,
2012-13,UTA,OKC,2013-02-12,18552,19911,,,,
2012-13,CHA,BOS,2013-02-11,15709,19077,,,,
2012-13,CHI,SAS,2013-02-11,21955,20917,,,,
2012-13,CLE,MIN,2013-02-11,11556,20562,,,,
2012-13,DAL,ATL,2013-02-11,19654,19200,,,,
2012-13,DET,NOP,2013-02-11,10177,19971,,,,
2012-13,IND,BRK,2013-02-11,11672,18165,,,,
2012-13,MIL,WAS,2013-02-11,13842,18717,,,,
2012-13,PHI,LAC,2013-02-11,17550,20328,,,,
2012-13,BOS,DEN,2013-02-10,18624,18624,,,,
2012-13,BRK,SAS,2013-02-10,17014,17732,,,,
2012-13,MEM,MIN,2013-02-10,16023,18119,,,,
2012-13,MIA,LAL,2013-02-10,20300,19600,,,,
2012-13,NYK,LAC,2013-02-10,19033,19812,,,,
2012-13,ORL,POR,2013-02-10,17966,18846,,,,
2012-13,PHX,OKC,2013-02-10,16773,19023,,,,
2012-13,SAC,HOU,2013-02-10,15526,17317,,,,
2012-13,TOR,NOP,2013-02-10,17177,19800,,,,
2012-13,CLE,DEN,2013-02-09,20562,20562,,,,
2012-13,DAL,GSW,2013-02-09,20355,19200,,,,
2012-13,MIL,DET,2013-02-09,15511,18717,,,,
2012-13,PHI,CHA,2013-02-09,15048,20328,,,,
2012-13,SAC,UTA,2013-02-09,16193,17317,,,,
2012-13,ATL,NOP,2013-02-08,14022,18047,,,,
2012-13,CHA,LAL,2013-02-08,19624,19077,,,,
2012-13,CLE,ORL,2013-02-08,14073,20562,,,,
2012-13,DET,SAS,2013-02-08,16267,19971,,,,
2012-13,HOU,POR,2013-02-08,15655,18055,,,,
2012-13,IND,TOR,2013-02-08,16253,18165,,,,
2012-13,MEM,GSW,2013-02-08,16701,18119,,,,
2012-13,MIA,LAC,2013-02-08,19902,19600,,,,
2012-13,MIN,NYK,2013-02-08,16542,19356,,,,
2012-13,OKC,PHX,2013-02-08,18203,18203,,,,
2012-13,UTA,CHI,2013-02-08,19911,19911,,,,
2012-13,WAS,BRK,2013-02-08,19614,20356,,,,
2012-13,BOS,LAL,2013-02-07,18624,18624,,,,
2012-13,DEN,CHI,2013-02-07,19325,19155,,,,
2012-13,ATL,MEM,2013-02-06,13198,18047,,,,
2012-13,CLE,CHA,2013-02-06,13264,20562,,,,
2012-13,DAL,POR,2013-02-06,19746,19200,,,,
2012-13,DET,BRK,2013-02-06,12576,19971,,,,
2012-13,MIA,HOU,2013-02-06,19693,19600,,,,
2012-13,MIN,SAS,2013-02-06,15224,19356,,,,
2012-13,NOP,PHX,2013-02-06,12148,16867,,,,
2012-13,OKC,GSW,2013-02-06,18203,18203,,,,
2012-13,ORL,LAC,2013-02-06,17995,18846,,,,
2012-13,PHI,IND,2013-02-06,15299,20328,,,,
2012-13,TOR,BOS,2013-02-06,17163,19800,,,,
2012-13,UTA,MIL,2013-02-06,18571,19911,,,,
2012-13,WAS,NYK,2013-02-06,18263,20356,,,,
2012-13,BRK,LAL,2013-02-05,17732,17732,,,,
2012-13,DEN,MIL,2013-02-05,15272,19155,,,,
2012-13,HOU,GSW,2013-02-05,15453,18055,,,,
2012-13,IND,ATL,2013-02-05,12578,18165,,,,
2012-13,MEM,PHX,2013-02-05,14933,18119,,,,
2012-13,IND,CHI,2013-02-04,18165,18165,,,,
2012-13,MIA,CHA,2013-02-04,19600,19600,,,,
2012-13,MIN,POR,2013-02-04,13446,19356,,,,
2012-13,NYK,DET,2013-02-04,19033,19812,,,,
2012-13,OKC,DAL,2013-02-04,18203,18203,,,,
2012-13,PHI,ORL,2013-02-04,14630,20328,,,,
2012-13,UTA,SAC,2013-02-04,17742,19911,,,,
2012-13,WAS,LAC,2013-02-04,16246,20356,,,,
2012-13,BOS,LAC,2013-02-03,18624,18624,,,,
2012-13,DET,LAL,2013-02-03,18157,19971,,,,
2012-13,TOR,MIA,2013-02-03,19800,19800,,,,
2012-13,ATL,CHI,2013-02-02,17898,18047,,,,
2012-13,CLE,OKC,2013-02-02,20562,20562,,,,
2012-13,GSW,PHX,2013-02-02,19596,19596,,,,
2012-13,HOU,CHA,2013-02-02,15494,18055,,,,
2012-13,MIL,ORL,2013-02-02,14321,18717,,,,
2012-13,MIN,NOP,2013-02-02,16289,19356,,,,
2012-13,NYK,SAC,2013-02-02,19033,19812,,,,
2012-13,POR,UTA,2013-02-02,20376,21538,,,,
2012-13,SAS,WAS,2013-02-02,18581,18418,,,,
2012-13,BOS,ORL,2013-02-01,18624,18624,,,,
2012-13,BRK,CHI,2013-02-01,17732,17732,,,,
2012-13,DEN,NOP,2013-02-01,17221,19155,,,,
2012-13,DET,CLE,2013-02-01,15693,19971,,,,
2012-13,IND,MIA,2013-02-01,18165,18165,,,,
2012-13,MEM,WAS,2013-02-01,15017,18119,,,,
2012-13,MIN,LAL,2013-02-01,18547,19356,,,,
2012-13,NYK,MIL,2013-02-01,19033,19812,,,,
2012-13,PHI,SAC,2013-02-01,17927,20328,,,,
2012-13,PHX,DAL,2013-02-01,16304,19023,,,,
2012-13,TOR,LAC,2013-02-01,19800,19800,,,,
2012-13,UTA,POR,2013-02-01,19512,19911,,,,
2012-13,GSW,DAL,2013-01-31,19596,19596,,,,
2012-13,OKC,MEM,2013-01-31,18203,18203,,,,
2012-13,ATL,TOR,2013-01-30,12021,18047,,,,
2012-13,BOS,SAC,2013-01-30,18624,18624,,,,
2012-13,BRK,MIA,2013-01-30,17732,17732,,,,
2012-13,DEN,HOU,2013-01-30,17399,19155,,,,
2012-13,IND,DET,2013-01-30,12137,18165,,,,
2012-13,MIL,CHI,2013-01-30,17640,18717,,,,
2012-13,MIN,LAC,2013-01-30,15312,19356,,,,
2012-13,NYK,ORL,2013-01-30,19033,19812,,,,
2012-13,PHI,WAS,2013-01-30,15101,20328,,,,
2012-13,PHX,LAL,2013-01-30,17184,19023,,,,
2012-13,SAS,CHA,2013-01-30,18581,18418,,,,
2012-13,UTA,NOP,2013-01-30,17490,19911,,,,
2012-13,CLE,GSW,2013-01-29,13939,20562,,,,
2012-13,DET,MIL,2013-01-29,15479,19971,,,,
2012-13,LAL,NOP,2013-01-29,18997,18997,,,,
2012-13,POR,DAL,2013-01-29,18888,21538,,,,
2012-13,BRK,ORL,2013-01-28,16480,17732,,,,
2012-13,CHI,CHA,2013-01-28,21308,20917,,,,
2012-13,DEN,IND,2013-01-28,16032,19155,,,,
2012-13,PHI,MEM,2013-01-28,15448,20328,,,,
2012-13,TOR,GSW,2013-01-28,15914,19800,,,,
2012-13,UTA,HOU,2013-01-28,18387,19911,,,,
2012-13,WAS,SAC,2013-01-28,13422,20356,,,,
2012-13,BOS,MIA,2013-01-27,18624,18624,,,,
2012-13,DAL,PHX,2013-01-27,20305,19200,,,,
2012-13,LAC,POR,2013-01-27,19060,19060,,,,
2012-13,LAL,OKC,2013-01-27,18997,18997,,,,
2012-13,MEM,NOP,2013-01-27,16277,18119,,,,
2012-13,NYK,ATL,2013-01-27,19033,19812,,,,
2012-13,ORL,DET,2013-01-27,17959,18846,,,,
2012-13,CHA,MIN,2013-01-26,15397,19077,,,,
2012-13,DEN,SAC,2013-01-26,17651,19155,,,,
2012-13,HOU,BRK,2013-01-26,18236,18055,,,,
2012-13,MIL,GSW,2013-01-26,16937,18717,,,,
2012-13,PHI,NYK,2013-01-26,20540,20328,,,,
2012-13,POR,LAC,2013-01-26,20672,21538,,,,
2012-13,SAS,PHX,2013-01-26,18581,18418,,,,
2012-13,TOR,CLE,2013-01-26,18820,19800,,,,
2012-13,UTA,IND,2013-01-26,19201,19911,,,,
2012-13,WAS,CHI,2013-01-26,20308,20356,,,,
