Season,Home,Away,Date,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
2016-17,BOS,TOR,2017-02-01,71,-7.7%
2016-17,CLE,MIN,2017-02-01,38,-17.7%
2016-17,DAL,PHI,2017-02-01,117,-23.0%
2016-17,DEN,MEM,2017-02-01,14,-25.2%
2016-17,DET,NOP,2017-02-01,48,-28.3%
2016-17,GSW,CHA,2017-02-01,2319,21.0%
2016-17,MIA,ATL,2017-02-01,799,-41.7%
2016-17,OKC,CHI,2017-02-01,505,0.7%
2016-17,ORL,IND,2017-02-01,108,-14.9%
2016-17,PHX,LAC,2017-02-01,193,-16.2%
2016-17,UTA,MIL,2017-02-01,19,-17.9%
2016-17,HOU,SAC,2017-01-31,64,-30.4%
2016-17,LAL,DEN,2017-01-31,1058,-26.6%
2016-17,POR,CHA,2017-01-31,312,-19.2%
2016-17,SAS,OKC,2017-01-31,571,31.4%
2016-17,TOR,NOP,2017-01-31,740,6.6%
2016-17,WAS,NYK,2017-01-31,588,-0.7%
2016-17,BOS,DET,2017-01-30,46,-38.0%
2016-17,DAL,CLE,2017-01-30,477,95.9%
2016-17,MIA,BRK,2017-01-30,703,-46.6%
2016-17,PHI,SAC,2017-01-30,5,6.6%
2016-17,PHX,MEM,2017-01-30,98,-42.6%
2016-17,ATL,NYK,2017-01-29,345,6.9%
2016-17,CHI,PHI,2017-01-29,124,8.6%
2016-17,CLE,OKC,2017-01-29,113,119.3%
2016-17,IND,HOU,2017-01-29,204,-3.5%
2016-17,NOP,WAS,2017-01-29,86,4.3%
2016-17,POR,GSW,2017-01-29,952,219.5%
2016-17,SAS,DAL,2017-01-29,692,30.9%
2016-17,TOR,ORL,2017-01-29,943,37.9%
2016-17,CHA,SAC,2017-01-28,173,34.4%
2016-17,GSW,LAC,2017-01-28,2972,154.4%
2016-17,MIA,DET,2017-01-28,1084,-25.3%
2016-17,MIL,BOS,2017-01-28,268,29.8%
2016-17,PHX,DEN,2017-01-28,291,-27.1%
2016-17,UTA,MEM,2017-01-28,23,12.3%
2016-17,ATL,WAS,2017-01-27,278,-30.3%
2016-17,BOS,ORL,2017-01-27,87,7.7%
2016-17,CHI,MIA,2017-01-27,258,14.9%
2016-17,CLE,BRK,2017-01-27,78,23.4%
2016-17,IND,SAC,2017-01-27,216,-16.8%
2016-17,NOP,SAS,2017-01-27,371,24.5%
2016-17,NYK,CHA,2017-01-27,130,15.3%
2016-17,PHI,HOU,2017-01-27,130,28.5%
2016-17,POR,MEM,2017-01-27,514,17.9%
2016-17,TOR,MIL,2017-01-27,965,46.3%
2016-17,DEN,PHX,2017-01-26,18,-16.9%
2016-17,OKC,DAL,2017-01-26,557,8.5%
2016-17,UTA,LAL,2017-01-26,43,30.3%
2016-17,BOS,HOU,2017-01-25,100,-10.2%
2016-17,CHA,GSW,2017-01-25,449,302.1%
2016-17,CHI,ATL,2017-01-25,51,4.5%
2016-17,CLE,SAC,2017-01-25,30,-12.0%
2016-17,DAL,NYK,2017-01-25,299,-6.9%
2016-17,MEM,TOR,2017-01-25,163,-28.4%
2016-17,MIL,PHI,2017-01-25,86,-41.2%
2016-17,NOP,OKC,2017-01-25,157,7.3%
2016-17,POR,LAL,2017-01-25,621,33.1%
2016-17,DEN,UTA,2017-01-24,17,-10.4%
2016-17,ORL,CHI,2017-01-24,233,36.2%
2016-17,PHI,LAC,2017-01-24,109,1.0%
2016-17,PHX,MIN,2017-01-24,220,-26.7%
2016-17,TOR,SAS,2017-01-24,951,61.8%
2016-17,WAS,BOS,2017-01-24,523,-9.6%
2016-17,ATL,LAC,2017-01-23,155,-27.7%
2016-17,CHA,WAS,2017-01-23,48,10.9%
2016-17,DET,SAC,2017-01-23,67,-31.8%
2016-17,IND,NYK,2017-01-23,226,-17.8%
2016-17,MIA,GSW,2017-01-23,1309,182.3%
2016-17,MIL,HOU,2017-01-23,108,-12.1%
2016-17,NOP,CLE,2017-01-23,509,172.1%
2016-17,UTA,OKC,2017-01-23,30,6.8%
2016-17,DAL,LAL,2017-01-22,388,18.6%
2016-17,ORL,GSW,2017-01-22,170,155.6%
2016-17,TOR,PHX,2017-01-22,897,32.8%
2016-17,ATL,PHI,2017-01-21,262,-36.1%
2016-17,BOS,POR,2017-01-21,226,56.4%
2016-17,CHA,BRK,2017-01-21,186,32.9%
2016-17,CHI,SAC,2017-01-21,188,6.6%
2016-17,CLE,SAS,2017-01-21,194,121.0%
2016-17,DEN,LAC,2017-01-21,93,38.5%
2016-17,DET,WAS,2017-01-21,163,27.1%
2016-17,MEM,HOU,2017-01-21,385,50.1%
2016-17,MIA,MIL,2017-01-21,966,-29.4%
2016-17,NYK,PHX,2017-01-21,184,21.3%
2016-17,UTA,IND,2017-01-21,28,7.9%
2016-17,ATL,CHI,2017-01-20,411,21.0%
2016-17,CHA,TOR,2017-01-20,174,36.3%
2016-17,DAL,UTA,2017-01-20,302,-19.6%
2016-17,HOU,GSW,2017-01-20,420,193.4%
2016-17,LAL,IND,2017-01-20,1128,-12.8%
2016-17,MEM,SAC,2017-01-20,208,-8.2%
2016-17,NOP,BRK,2017-01-20,91,6.3%
2016-17,ORL,MIL,2017-01-20,109,8.8%
2016-17,PHI,POR,2017-01-20,104,4.2%
2016-17,CLE,PHX,2017-01-19,85,-1.0%
2016-17,LAC,MIN,2017-01-19,394,-36.4%
2016-17,MIA,DAL,2017-01-19,692,-37.3%
2016-17,NYK,WAS,2017-01-19,97,3.3%
2016-17,SAS,DEN,2017-01-19,352,-26.2%
2016-17,BOS,NYK,2017-01-18,104,14.5%
2016-17,CHA,POR,2017-01-18,52,24.2%
2016-17,DET,ATL,2017-01-18,111,-44.4%
2016-17,GSW,OKC,2017-01-18,2471,81.9%
2016-17,HOU,MIL,2017-01-18,53,-32.3%
2016-17,NOP,ORL,2017-01-18,131,-44.1%
2016-17,PHI,TOR,2017-01-18,83,-31.9%
2016-17,SAC,IND,2017-01-18,27,-41.0%
2016-17,WAS,MEM,2017-01-18,440,-55.7%
2016-17,CHI,DAL,2017-01-17,46,2.2%
2016-17,LAL,DEN,2017-01-17,454,-30.2%
2016-17,MIA,HOU,2017-01-17,1042,-19.0%
2016-17,SAS,MIN,2017-01-17,264,-23.7%
2016-17,BOS,CHA,2017-01-16,85,-15.1%
2016-17,DEN,ORL,2017-01-16,15,-1.0%
2016-17,GSW,CLE,2017-01-16,3237,279.6%
2016-17,IND,NOP,2017-01-16,229,-36.6%
2016-17,LAC,OKC,2017-01-16,624,14.9%
2016-17,MIL,PHI,2017-01-16,127,-36.7%
2016-17,NYK,ATL,2017-01-16,137,21.5%
2016-17,PHX,UTA,2017-01-16,196,-26.3%
2016-17,WAS,POR,2017-01-16,574,-22.5%
2016-17,ATL,MIL,2017-01-15,238,-27.3%
2016-17,DAL,MIN,2017-01-15,277,-19.1%
2016-17,LAL,DET,2017-01-15,947,-10.5%
2016-17,MEM,CHI,2017-01-15,438,73.2%
2016-17,SAC,OKC,2017-01-15,73,-10.8%
2016-17,TOR,NYK,2017-01-15,907,112.3%
2016-17,CHI,NOP,2017-01-14,250,15.0%
2016-17,LAC,LAL,2017-01-14,715,103.5%
2016-17,UTA,ORL,2017-01-14,23,2.0%
2016-17,WAS,PHI,2017-01-14,618,-13.4%
2016-17,ATL,BOS,2017-01-13,338,10.8%
2016-17,HOU,MEM,2017-01-13,110,-4.0%
2016-17,MIL,MIA,2017-01-13,154,4.6%
2016-17,PHI,CHA,2017-01-13,107,-6.4%
2016-17,POR,ORL,2017-01-13,527,0.5%
2016-17,SAC,CLE,2017-01-13,71,68.6%
2016-17,TOR,BRK,2017-01-13,907,50.9%
2016-17,UTA,DET,2017-01-13,19,3.6%
2016-17,GSW,DET,2017-01-12,2149,19.7%
2016-17,NYK,CHI,2017-01-12,226,50.4%
2016-17,SAS,LAL,2017-01-12,612,32.4%
2016-17,BOS,WAS,2017-01-11,50,-12.1%
2016-17,LAC,ORL,2017-01-11,311,-47.6%
2016-17,OKC,MEM,2017-01-11,447,-1.5%
2016-17,PHI,NYK,2017-01-11,162,45.3%
2016-17,POR,CLE,2017-01-11,763,107.4%
2016-17,GSW,MIA,2017-01-10,2257,36.0%
2016-17,HOU,CHA,2017-01-10,55,-41.5%
2016-17,LAL,POR,2017-01-10,779,-24.8%
2016-17,SAC,DET,2017-01-10,25,-36.7%
2016-17,SAS,MIL,2017-01-10,366,-18.0%
2016-17,TOR,BOS,2017-01-10,944,42.9%
2016-17,UTA,CLE,2017-01-10,72,146.6%
2016-17,WAS,CHI,2017-01-10,546,0.6%
2016-17,CHI,OKC,2017-01-09,261,14.7%
2016-17,NYK,NOP,2017-01-09,82,9.2%
2016-17,LAC,MIA,2017-01-08,482,-12.7%
2016-17,LAL,ORL,2017-01-08,827,-17.4%
2016-17,MEM,UTA,2017-01-08,202,-19.3%
2016-17,MIL,WAS,2017-01-08,134,-19.9%
2016-17,PHX,CLE,2017-01-08,442,126.6%
2016-17,POR,DET,2017-01-08,179,-141.7%
2016-17,SAC,GSW,2017-01-08,165,109.4%
2016-17,TOR,HOU,2017-01-08,980,84.8%
2016-17,BOS,NOP,2017-01-07,132,40.9%
2016-17,CHI,TOR,2017-01-07,377,19.6%
2016-17,DAL,ATL,2017-01-07,391,-9.5%
2016-17,IND,NYK,2017-01-07,269,37.0%
2016-17,OKC,DEN,2017-01-07,790,31.1%
2016-17,SAS,CHA,2017-01-07,751,20.5%
2016-17,BOS,PHI,2017-01-06,116,19.1%
2016-17,GSW,MEM,2017-01-06,2453,63.1%
2016-17,LAL,MIA,2017-01-06,1138,4.2%
2016-17,MIL,NYK,2017-01-06,212,23.2%
2016-17,ORL,HOU,2017-01-06,55,56.1%
2016-17,SAC,LAC,2017-01-06,58,-13.8%
2016-17,WAS,MIN,2017-01-06,591,-11.5%
2016-17,DAL,PHX,2017-01-05,210,-22.3%
2016-17,DEN,SAS,2017-01-05,87,40.4%
2016-17,DET,CHA,2017-01-05,103,-23.9%
2016-17,HOU,OKC,2017-01-05,153,18.6%
2016-17,IND,BRK,2017-01-05,154,-40.4%
2016-17,NOP,ATL,2017-01-05,99,2.0%
2016-17,POR,LAL,2017-01-05,662,45.2%
2016-17,TOR,UTA,2017-01-05,984,52.1%
2016-17,CHA,OKC,2017-01-04,270,57.8%
2016-17,CLE,CHI,2017-01-04,31,113.8%
2016-17,GSW,POR,2017-01-04,2416,54.8%
2016-17,LAC,MEM,2017-01-04,409,-32.0%
2016-17,NYK,MIL,2017-01-04,202,30.3%
2016-17,ORL,ATL,2017-01-04,39,12.0%
2016-17,SAC,MIA,2017-01-04,54,-33.2%
2016-17,BOS,UTA,2017-01-03,105,-12.3%
2016-17,DAL,WAS,2017-01-03,245,-25.2%
2016-17,DEN,SAC,2017-01-03,17,-9.3%
2016-17,DET,IND,2017-01-03,127,-15.9%
2016-17,LAL,MEM,2017-01-03,789,-18.0%
2016-17,PHI,MIN,2017-01-03,103,-8.4%
2016-17,PHX,MIA,2017-01-03,243,-14.6%
2016-17,SAS,TOR,2017-01-03,588,8.1%
2016-17,CHI,CHA,2017-01-02,200,6.7%
2016-17,CLE,NOP,2017-01-02,118,27.0%
2016-17,GSW,DEN,2017-01-02,2507,43.4%
2016-17,HOU,WAS,2017-01-02,63,-9.5%
2016-17,LAC,PHX,2017-01-02,474,-28.9%
2016-17,MIL,OKC,2017-01-02,228,23.0%
2016-17,NYK,ORL,2017-01-02,301,63.6%
2016-17,ATL,SAS,2017-01-01,447,20.9%
2016-17,IND,ORL,2017-01-01,224,-13.4%
2016-17,LAL,TOR,2017-01-01,1376,15.4%
2016-17,MIA,DET,2017-01-01,1402,38.2%
2016-17,CHA,CLE,2016-12-31,476,217.4%
2016-17,CHI,MIL,2016-12-31,265,11.5%
2016-17,HOU,NYK,2016-12-31,173,25.7%
2016-17,OKC,LAC,2016-12-31,1145,94.5%
2016-17,SAC,MEM,2016-12-31,65,-19.5%
2016-17,UTA,PHX,2016-12-31,43,0.3%
2016-17,ATL,DET,2016-12-30,403,-4.1%
2016-17,BOS,MIA,2016-12-30,259,56.3%
2016-17,DEN,PHI,2016-12-30,47,2.1%
2016-17,GSW,DAL,2016-12-30,2829,102.1%
2016-17,HOU,LAC,2016-12-30,198,65.3%
2016-17,IND,CHI,2016-12-30,279,72.7%
2016-17,NOP,NYK,2016-12-30,419,34.3%
2016-17,SAS,POR,2016-12-30,875,60.7%
2016-17,WAS,BRK,2016-12-30,603,-10.7%
2016-17,CHA,MIA,2016-12-29,375,46.6%
2016-17,CLE,BOS,2016-12-29,170,107.0%
2016-17,LAL,DAL,2016-12-29,1333,13.5%
2016-17,MEM,OKC,2016-12-29,414,87.9%
2016-17,PHX,TOR,2016-12-29,293,27.9%
2016-17,UTA,PHI,2016-12-29,38,34.1%
2016-17,ATL,NYK,2016-12-28,488,36.7%
2016-17,CHI,BRK,2016-12-28,357,13.2%
2016-17,DEN,MIN,2016-12-28,58,10.1%
2016-17,DET,MIL,2016-12-28,145,15.5%
2016-17,GSW,TOR,2016-12-28,2897,136.9%
2016-17,NOP,LAC,2016-12-28,306,39.6%
2016-17,ORL,CHA,2016-12-28,43,14.5%
2016-17,POR,SAC,2016-12-28,613,21.6%
2016-17,SAS,PHX,2016-12-28,936,40.4%
2016-17,WAS,IND,2016-12-28,635,-8.5%
2016-17,BOS,MEM,2016-12-27,323,43.5%
2016-17,DAL,HOU,2016-12-27,451,49.4%
2016-17,LAL,UTA,2016-12-27,1281,2.6%
2016-17,MIA,OKC,2016-12-27,1484,126.7%
2016-17,CHI,IND,2016-12-26,454,18.0%
2016-17,DET,CLE,2016-12-26,208,138.2%
2016-17,HOU,PHX,2016-12-26,101,14.2%
2016-17,LAC,DEN,2016-12-26,559,-11.0%
2016-17,NOP,DAL,2016-12-26,153,8.3%
2016-17,ORL,MEM,2016-12-26,27,14.5%
2016-17,POR,TOR,2016-12-26,634,52.0%
2016-17,SAC,PHI,2016-12-26,145,-6.1%
2016-17,WAS,MIL,2016-12-26,581,-11.4%
2016-17,CLE,GSW,2016-12-25,167,320.2%
2016-17,LAL,LAC,2016-12-25,1712,100.1%
2016-17,NYK,BOS,2016-12-25,304,99.7%
2016-17,OKC,MIN,2016-12-25,1019,40.8%
2016-17,SAS,CHI,2016-12-25,1136,93.3%
2016-17,BOS,OKC,2016-12-23,225,51.2%
2016-17,CHA,CHI,2016-12-23,395,79.1%
2016-17,CLE,BRK,2016-12-23,46,55.7%
2016-17,DEN,ATL,2016-12-23,45,-13.6%
2016-17,DET,GSW,2016-12-23,235,229.0%
2016-17,LAC,DAL,2016-12-23,451,-16.9%
2016-17,MEM,HOU,2016-12-23,337,29.5%
2016-17,MIL,WAS,2016-12-23,150,7.0%
2016-17,NOP,MIA,2016-12-23,154,27.5%
2016-17,ORL,LAL,2016-12-23,45,74.7%
2016-17,PHX,PHI,2016-12-23,172,-16.6%
2016-17,POR,SAS,2016-12-23,535,82.6%
2016-17,UTA,TOR,2016-12-23,44,15.4%
2016-17,IND,BOS,2016-12-22,206,16.9%
2016-17,LAC,SAS,2016-12-22,769,50.6%
2016-17,MIA,LAL,2016-12-22,1238,51.4%
2016-17,NYK,ORL,2016-12-22,160,33.7%
2016-17,ATL,MIN,2016-12-21,262,-32.8%
2016-17,CHI,WAS,2016-12-21,120,3.0%
2016-17,CLE,MIL,2016-12-21,53,39.6%
2016-17,DET,MEM,2016-12-21,93,-12.5%
2016-17,NOP,OKC,2016-12-21,287,13.3%
2016-17,PHX,HOU,2016-12-21,256,-20.3%
2016-17,POR,DAL,2016-12-21,394,6.4%
2016-17,UTA,SAC,2016-12-21,18,-23.3%
2016-17,CHA,LAL,2016-12-20,328,53.1%
2016-17,GSW,UTA,2016-12-20,2408,51.9%
2016-17,HOU,SAS,2016-12-20,193,55.3%
2016-17,LAC,DEN,2016-12-20,517,-33.9%
2016-17,MEM,BOS,2016-12-20,203,-7.4%
2016-17,MIA,ORL,2016-12-20,574,-41.6%
2016-17,MIL,CLE,2016-12-20,240,75.6%
2016-17,NYK,IND,2016-12-20,185,37.8%
2016-17,PHI,NOP,2016-12-20,63,-32.8%
2016-17,SAC,POR,2016-12-20,47,-17.6%
2016-17,TOR,BRK,2016-12-20,963,39.4%
2016-17,CHI,DET,2016-12-19,120,5.9%
2016-17,DEN,DAL,2016-12-19,30,-2.4%
2016-17,IND,WAS,2016-12-19,158,-35.6%
2016-17,OKC,ATL,2016-12-19,435,-6.0%
2016-17,DAL,SAC,2016-12-18,228,-19.2%
2016-17,MEM,UTA,2016-12-18,186,-27.8%
2016-17,MIA,BOS,2016-12-18,719,-13.4%
2016-17,ORL,TOR,2016-12-18,31,8.8%
2016-17,PHI,BRK,2016-12-18,66,-39.6%
2016-17,SAS,NOP,2016-12-18,883,208.2%
2016-17,WAS,LAC,2016-12-18,551,13.7%
2016-17,ATL,CHA,2016-12-17,296,-27.7%
2016-17,CLE,LAL,2016-12-17,97,87.3%
2016-17,DEN,NYK,2016-12-17,60,75.2%
2016-17,DET,IND,2016-12-17,93,8.2%
2016-17,GSW,POR,2016-12-17,2474,78.9%
2016-17,OKC,PHX,2016-12-17,486,5.0%
2016-17,BOS,CHA,2016-12-16,85,-4.2%
2016-17,CHI,MIL,2016-12-16,144,7.2%
2016-17,HOU,NOP,2016-12-16,79,-31.6%
2016-17,MEM,SAC,2016-12-16,201,-21.0%
2016-17,MIA,LAC,2016-12-16,734,-2.0%
2016-17,ORL,BRK,2016-12-16,28,-26.3%
2016-17,PHI,LAL,2016-12-16,147,41.7%
2016-17,TOR,ATL,2016-12-16,772,41.0%
2016-17,UTA,DAL,2016-12-16,18,0.6%
2016-17,WAS,DET,2016-12-16,428,-47.3%
2016-17,DEN,POR,2016-12-15,20,-0.6%
2016-17,GSW,NYK,2016-12-15,2214,46.8%
2016-17,MIL,CHI,2016-12-15,222,33.0%
2016-17,NOP,IND,2016-12-15,94,-33.3%
2016-17,PHX,SAS,2016-12-15,209,-8.6%
2016-17,DAL,DET,2016-12-14,93,-19.6%
2016-17,HOU,SAC,2016-12-14,47,-57.9%
2016-17,MEM,CLE,2016-12-14,326,113.7%
2016-17,MIA,IND,2016-12-14,443,-44.3%
2016-17,ORL,LAC,2016-12-14,37,9.9%
2016-17,PHI,TOR,2016-12-14,46,-39.2%
2016-17,SAS,BOS,2016-12-14,378,-7.6%
2016-17,UTA,OKC,2016-12-14,28,2.0%
2016-17,WAS,CHA,2016-12-14,395,-64.9%
2016-17,ATL,ORL,2016-12-13,127,-54.6%
2016-17,CHI,MIN,2016-12-13,74,7.6%
2016-17,CLE,MEM,2016-12-13,52,-5.2%
2016-17,NOP,GSW,2016-12-13,301,188.3%
2016-17,PHX,NYK,2016-12-13,191,-7.6%
2016-17,POR,OKC,2016-12-13,428,12.7%
2016-17,DAL,DEN,2016-12-12,59,-19.3%
2016-17,HOU,BRK,2016-12-12,42,-53.7%
2016-17,IND,CHA,2016-12-12,111,-45.5%
2016-17,LAC,POR,2016-12-12,418,-35.2%
2016-17,MIA,WAS,2016-12-12,445,-45.5%
2016-17,SAC,LAL,2016-12-12,66,6.9%
2016-17,TOR,MIL,2016-12-12,564,-15.9%
2016-17,DET,PHI,2016-12-11,53,-19.7%
2016-17,LAL,NYK,2016-12-11,1034,21.2%
2016-17,OKC,BOS,2016-12-11,379,4.8%
2016-17,PHX,NOP,2016-12-11,138,-46.2%
2016-17,CHI,MIA,2016-12-10,285,19.7%
2016-17,CLE,CHA,2016-12-10,54,37.2%
2016-17,HOU,DAL,2016-12-10,59,-14.6%
2016-17,IND,POR,2016-12-10,214,-2.5%
2016-17,LAC,NOP,2016-12-10,471,-26.4%
2016-17,MEM,GSW,2016-12-10,450,243.9%
2016-17,ORL,DEN,2016-12-10,21,-9.3%
2016-17,SAS,BRK,2016-12-10,518,6.8%
2016-17,UTA,SAC,2016-12-10,13,-6.8%
2016-17,WAS,MIL,2016-12-10,481,-35.5%
2016-17,BOS,TOR,2016-12-09,100,23.4%
2016-17,CHA,ORL,2016-12-09,69,30.6%
2016-17,CLE,MIA,2016-12-09,93,36.3%
2016-17,DAL,IND,2016-12-09,214,-8.8%
2016-17,LAL,PHX,2016-12-09,818,-18.8%
2016-17,MIL,ATL,2016-12-09,136,-29.1%
2016-17,OKC,HOU,2016-12-09,491,10.8%
2016-17,SAC,NYK,2016-12-09,61,-1.3%
2016-17,CHI,SAS,2016-12-08,155,11.5%
2016-17,MEM,POR,2016-12-08,114,-49.3%
2016-17,NOP,PHI,2016-12-08,38,4.1%
2016-17,TOR,MIN,2016-12-08,622,16.8%
2016-17,UTA,GSW,2016-12-08,66,187.1%
2016-17,WAS,DEN,2016-12-08,367,-67.4%
2016-17,ATL,MIA,2016-12-07,147,-44.7%
2016-17,CHA,DET,2016-12-07,32,23.4%
2016-17,DAL,SAC,2016-12-07,64,-29.6%
2016-17,HOU,LAL,2016-12-07,92,1.5%
2016-17,LAC,GSW,2016-12-07,754,155.7%
2016-17,MIL,POR,2016-12-07,88,-38.3%
2016-17,NYK,CLE,2016-12-07,244,141.0%
2016-17,ORL,BOS,2016-12-07,40,17.7%
2016-17,PHX,IND,2016-12-07,122,-42.9%
2016-17,DET,CHI,2016-12-06,133,-3.3%
2016-17,MEM,PHI,2016-12-06,110,-63.8%
2016-17,MIA,NYK,2016-12-06,966,23.2%
2016-17,UTA,PHX,2016-12-06,2,-29.0%
2016-17,WAS,ORL,2016-12-06,364,-67.1%
2016-17,ATL,OKC,2016-12-05,289,-16.9%
2016-17,CHI,POR,2016-12-05,40,3.5%
2016-17,DAL,CHA,2016-12-05,68,-17.0%
2016-17,GSW,IND,2016-12-05,1786,5.9%
2016-17,HOU,BOS,2016-12-05,59,-28.5%
2016-17,LAL,UTA,2016-12-05,528,-30.7%
2016-17,MIL,SAS,2016-12-05,133,-13.8%
2016-17,NOP,MEM,2016-12-05,89,-35.2%
2016-17,PHI,DEN,2016-12-05,22,-51.3%
2016-17,TOR,CLE,2016-12-05,874,121.0%
2016-17,DET,ORL,2016-12-04,91,-32.5%
2016-17,LAC,IND,2016-12-04,460,-30.3%
2016-17,NYK,SAC,2016-12-04,113,16.1%
2016-17,OKC,NOP,2016-12-04,345,-12.0%
2016-17,CHA,MIN,2016-12-03,121,45.8%
2016-17,DAL,CHI,2016-12-03,414,24.8%
2016-17,GSW,PHX,2016-12-03,2029,33.9%
2016-17,MEM,LAL,2016-12-03,282,38.7%
2016-17,MIL,BRK,2016-12-03,164,-23.4%
2016-17,PHI,BOS,2016-12-03,78,4.9%
2016-17,POR,MIA,2016-12-03,486,18.0%
2016-17,TOR,ATL,2016-12-03,753,46.0%
2016-17,UTA,DEN,2016-12-03,8,-9.5%
2016-17,ATL,DET,2016-12-02,258,-39.8%
2016-17,BOS,SAC,2016-12-02,86,-10.4%
2016-17,CHI,CLE,2016-12-02,429,96.5%
2016-17,DEN,HOU,2016-12-02,31,-4.5%
2016-17,NOP,LAC,2016-12-02,199,21.4%
2016-17,NYK,MIN,2016-12-02,130,28.2%
2016-17,PHI,ORL,2016-12-02,42,-39.0%
2016-17,SAS,WAS,2016-12-02,354,-7.5%
2016-17,TOR,LAL,2016-12-02,756,58.9%
2016-17,CHA,DAL,2016-12-01,28,42.6%
2016-17,CLE,LAC,2016-12-01,47,29.9%
2016-17,GSW,HOU,2016-12-01,1846,19.7%
2016-17,MEM,ORL,2016-12-01,87,-63.1%
2016-17,UTA,MIA,2016-12-01,12,-29.0%
2016-17,BOS,DET,2016-11-30,47,-30.2%
2016-17,CHI,LAL,2016-11-30,257,9.6%
2016-17,DAL,SAS,2016-11-30,268,29.6%
2016-17,DEN,MIA,2016-11-30,22,-8.1%
2016-17,OKC,WAS,2016-11-30,216,-30.6%
2016-17,PHX,ATL,2016-11-30,108,-46.4%
2016-17,POR,IND,2016-11-30,196,-21.3%
2016-17,TOR,MEM,2016-11-30,551,-10.2%
2016-17,CHA,DET,2016-11-29,31,0.2%
2016-17,MIL,CLE,2016-11-29,311,28.7%
2016-17,NOP,LAL,2016-11-29,100,9.5%
2016-17,SAS,ORL,2016-11-29,203,-27.5%
2016-17,UTA,HOU,2016-11-29,7,-13.8%
2016-17,GSW,ATL,2016-11-28,2217,42.5%
2016-17,MEM,CHA,2016-11-28,90,-55.4%
2016-17,MIA,BOS,2016-11-28,716,-15.2%
2016-17,NYK,OKC,2016-11-28,116,39.4%
2016-17,TOR,PHI,2016-11-28,750,-14.0%
2016-17,WAS,SAC,2016-11-28,305,-69.7%
2016-17,DAL,NOP,2016-11-27,109,-18.1%
2016-17,IND,LAC,2016-11-27,192,-8.8%
2016-17,LAL,ATL,2016-11-27,797,-16.0%
2016-17,ORL,MIL,2016-11-27,13,-30.5%
2016-17,PHI,CLE,2016-11-27,160,126.4%
2016-17,PHX,DEN,2016-11-27,104,-32.0%
2016-17,POR,HOU,2016-11-27,347,10.7%
2016-17,CHA,NYK,2016-11-26,373,69.5%
2016-17,GSW,MIN,2016-11-26,2289,71.1%
2016-17,MIA,MEM,2016-11-26,1007,-16.3%
2016-17,OKC,DET,2016-11-26,564,2.8%
2016-17,WAS,SAS,2016-11-26,669,34.8%
2016-17,BOS,SAS,2016-11-25,272,76.7%
2016-17,CLE,DAL,2016-11-25,77,87.4%
2016-17,DEN,OKC,2016-11-25,56,61.8%
2016-17,DET,LAC,2016-11-25,154,11.8%
2016-17,IND,BRK,2016-11-25,189,1.2%
2016-17,LAL,GSW,2016-11-25,1428,118.9%
2016-17,MEM,MIA,2016-11-25,313,36.3%
2016-17,MIL,TOR,2016-11-25,250,11.1%
2016-17,NYK,CHA,2016-11-25,205,34.4%
2016-17,ORL,WAS,2016-11-25,19,-9.4%
2016-17,PHI,CHI,2016-11-25,94,36.1%
2016-17,PHX,MIN,2016-11-25,224,-1.0%
2016-17,POR,NOP,2016-11-25,591,29.2%
2016-17,SAC,HOU,2016-11-25,85,-6.5%
2016-17,UTA,ATL,2016-11-25,25,22.6%
2016-17,CHA,SAS,2016-11-23,268,53.5%
2016-17,CLE,POR,2016-11-23,53,45.5%
2016-17,DAL,LAC,2016-11-23,339,27.0%
2016-17,DET,MIA,2016-11-23,81,-0.6%
2016-17,GSW,LAL,2016-11-23,2785,102.9%
2016-17,HOU,TOR,2016-11-23,69,-3.3%
2016-17,IND,ATL,2016-11-23,127,-32.7%
2016-17,NOP,MIN,2016-11-23,155,6.2%
2016-17,ORL,PHX,2016-11-23,22,-22.2%
2016-17,PHI,MEM,2016-11-23,36,-35.2%
2016-17,SAC,OKC,2016-11-23,80,-20.4%
2016-17,UTA,DEN,2016-11-23,13,-10.8%
2016-17,ATL,NOP,2016-11-22,534,-6.5%
2016-17,DEN,CHI,2016-11-22,50,42.1%
2016-17,LAL,OKC,2016-11-22,898,3.2%
2016-17,NYK,POR,2016-11-22,113,27.6%
2016-17,CHA,MEM,2016-11-21,26,27.8%
2016-17,DET,HOU,2016-11-21,65,-31.1%
2016-17,IND,GSW,2016-11-21,267,195.6%
2016-17,LAC,TOR,2016-11-21,449,-26.4%
2016-17,MIL,ORL,2016-11-21,155,-50.9%
2016-17,PHI,MIA,2016-11-21,37,-34.7%
2016-17,SAS,DAL,2016-11-21,565,23.9%
2016-17,WAS,PHX,2016-11-21,397,-59.5%
2016-17,DEN,UTA,2016-11-20,9,6.6%
2016-17,LAL,CHI,2016-11-20,1065,21.5%
2016-17,NYK,ATL,2016-11-20,102,6.8%
2016-17,OKC,IND,2016-11-20,351,-1.5%
2016-17,SAC,TOR,2016-11-20,48,-8.3%
2016-17,DET,BOS,2016-11-19,104,17.7%
2016-17,HOU,UTA,2016-11-19,57,-29.3%
2016-17,LAC,CHI,2016-11-19,601,41.7%
2016-17,MEM,MIN,2016-11-19,230,2.6%
