Season,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV
2015-16,464,Tue,2013-12-31,7:00 PM,6:00 PM,SAC,HOU,CSN-S,165.0,1.6,3.0,22.0,29.0,CSN-H,150.0,0.6,1,14,18,,
2015-16,465,Tue,2013-12-31,7:00 PM,6:00 PM,BRK,SAS,YES,150.0,0.4,1.0,27.0,36.0,FSSW-SA,150.0,5.8,10,52,,,
2015-16,463,Tue,2013-12-31,8:00 PM,7:00 PM,TOR,CHI,TSN2,,,,,,CSN-C,150.0,2.6,5,93,139,,TSN2
2015-16,466,Tue,2013-12-31,8:00 PM,7:00 PM,POR,OKC,KGW,165.0,8.1,16.0,96.0,128.0,FSOK,150.0,12.82,21.4,93.7,,NBA TV,
2015-16,467,Tue,2013-12-31,10:30 PM,7:30 PM,MIL,LAL,FSNWI,135.0,0.3,1.0,2.0,,TWC SN/TWC D,135.0,2.3,5,131,198,,
2015-16,468,Wed,2014-01-01,6:00 PM,6:00 PM,DAL,WAS,FSSW-DAL,150.0,1.2,2.0,31.0,42.0,CSN-W,150.0,1,2,25,36,,
2015-16,469,Wed,2014-01-01,7:00 PM,7:00 PM,IND,TOR,FSI,150.0,4.6,7.0,50.0,,TSN,,,,,,,TSN
2015-16,470,Wed,2014-01-01,8:00 PM,7:00 PM,NOP,MIN,,,,,,,FSNN-MIN,135.0,2.3,4,40,58,,
2015-16,471,Wed,2014-01-01,9:00 PM,7:00 PM,PHI,DEN,CSN-P,150.0,0.4,1.0,11.0,11.0,ASE,150.0,2,3,31,44,,
2015-16,472,Wed,2014-01-01,9:30 PM,6:30 PM,CHA,LAC,SSO-CHA,150.0,0.36,0.9,4.4,4.4,FSNP,135.0,1.1,2,60,69,,
2015-16,473,Thu,2014-01-02,7:00 PM,7:00 PM,ORL,CLE,FSFL,150.0,0.8,1.0,11.0,8.0,FSO,150.0,2.9,4,43,67,,
2015-16,474,Thu,2014-01-02,7:30 PM,7:30 PM,GSW,MIA,CSN-BA,150.0,4.4,10.0,111.0,149.0,SunSpM,150.0,8.9,14,148,210,,
2015-16,475,Thu,2014-01-02,8:00 PM,7:00 PM,BOS,CHI,CSN-NE,150.0,2.5,4.0,62.0,84.0,CSN-C,150.0,2.4,4,84,108,,
2015-16,476,Thu,2014-01-02,8:00 PM,7:00 PM,BRK,OKC,YES,150.0,0.7,1.0,54.0,78.0,FSOK,150.0,6,9,44,,NBA TV,
2015-16,477,Thu,2014-01-02,8:30 PM,7:30 PM,NYK,SAS,MSG,150.0,3,4.0,221.0,313.0,FSSW-SA,150.0,8.3,12,75,,,
2015-16,478,Thu,2014-01-02,9:00 PM,7:00 PM,MEM,PHX,SSO-MEM,150.0,2.2,3.0,41.0,60.0,FSA,150.0,2.2,3,41,60,,
2015-16,479,Thu,2014-01-02,9:00 PM,7:00 PM,MIL,UTA,FSNWI,150.0,0.2,0.0,2.0,,ROOT,150.0,2.9,5,27,,,
2015-16,480,Thu,2014-01-02,10:00 PM,7:00 PM,CHA,POR,SSO-CHA,150.0,0.4,1.0,5.0,5.0,CSN-POR,150.0,4.2,7,50,70,,
2015-16,481,Thu,2014-01-02,10:00 PM,7:00 PM,PHI,SAC,TCN-P,150.0,0.4,1.0,13.0,17.0,CSN-S,180.0,2.1,3,27,44,,
2015-16,482,Fri,2014-01-03,7:00 PM,7:00 PM,TOR,WAS,TSN,,,,,,CSN-W,135.0,0.9,2,22,28,,TSN
2015-16,483,Fri,2014-01-03,7:30 PM,7:30 PM,GSW,ATL,CSN-BA,150.0,3.7,9.0,94.0,135.0,FSS-ATL,150.0,1.1,2,26,30,,
2015-16,484,Fri,2014-01-03,7:30 PM,7:30 PM,NOP,BOS,FSNO,165.0,2.4,3.0,16.0,,CSN-NE,165.0,3.2,5,78,110,,
2015-16,485,Fri,2014-01-03,8:00 PM,7:00 PM,NYK,HOU,MSG,150.0,3.2,5.0,235.0,376.0,CSN-H,150.0,0.71,1,16,22,NBA TV,
2015-16,486,Fri,2014-01-03,8:30 PM,7:30 PM,LAC,DAL,FSNP,150.0,1.3,2.0,72.0,100.0,FSSW-DAL,150.0,2.3,4,62,83,,
2015-16,487,Fri,2014-01-03,9:00 PM,7:00 PM,MEM,DEN,SSO-MEM,150.0,2.1,3.0,14.0,,ASE,150.0,1.9,3,29,40,,
2015-16,488,Fri,2014-01-03,10:30 PM,7:30 PM,UTA,LAL,ROOT,150.0,4.39,8.4,40.4,,TWC SN/TWC D,150.0,2.7,4,151,265,,
2015-16,489,Sat,2014-01-04,7:00 PM,7:00 PM,NOP,IND,FSNO,150.0,0.3,0.3,2.0,,FSI,135.0,2.5,4,27,,,
2015-16,490,Sat,2014-01-04,7:00 PM,7:00 PM,MIA,ORL,SunSpM,150.0,5.5,9.0,92.0,120.0,FSFL,150.0,0.8,1,12,16,,
2015-16,491,Sat,2014-01-04,7:30 PM,7:30 PM,CLE,BRK,FSO,150.0,1.5,2.0,23.0,34.0,YES,150.0,0.7,1,50,93,,
2015-16,492,Sat,2014-01-04,8:00 PM,7:00 PM,ATL,CHI,FSS-ATL,150.0,0.8,1.0,18.0,22.0,WGN,150.0,4.3,7,151,241,,
2015-16,493,Sat,2014-01-04,8:00 PM,7:00 PM,OKC,MIN,FSOK,150.0,7,10.0,51.0,,FSNN-MIN+,165.0,1.5,3,26,31,,
2015-16,494,Sat,2014-01-04,8:30 PM,7:30 PM,LAC,SAS,FSNP,135.0,0.6,1.0,32.0,46.0,KENS,150.0,9.7,15,88,,,
2015-16,495,Sat,2014-01-04,9:00 PM,7:00 PM,MIL,PHX,FSNWI,150.0,<<,,0.0,,FSA,135.0,1.6,3,30,45,,
2015-16,496,Sat,2014-01-04,10:00 PM,7:00 PM,PHI,POR,TCN-P,165.0,0.7,1.0,21.0,31.0,CSN-POR,165.0,6.5,11,77,115,,
2015-16,497,Sat,2014-01-04,10:00 PM,7:00 PM,CHA,SAC,SSO-CHA,150.0,0.4,1.0,4.8,4.8,CSN-S,180.0,1.6,2,22,30,,
2015-16,498,Sun,2014-01-05,1:00 PM,1:00 PM,MEM,DET,SSO-MEM,150.0,1,2.0,7.0,,FSD,150.0,1.3,2,23,27,,
2015-16,499,Sun,2014-01-05,6:00 PM,6:00 PM,IND,CLE,FSI,150.0,2.6,3.0,28.0,,FSO,150.0,2.2,3,32,54,,
2015-16,500,Sun,2014-01-05,6:00 PM,6:00 PM,TOR,MIA,TSN2,,,,,,SunSpM,150.0,5.9,9,98,139,,TSN2
2015-16,501,Sun,2014-01-05,6:00 PM,6:00 PM,GSW,WAS,CSN-BA,150.0,2,4.0,52.0,85.0,CSN-W,135.0,0.5,1,13,13,,
2015-16,502,Sun,2014-01-05,7:00 PM,6:00 PM,BOS,OKC,CSN-NE,150.0,2.2,3.0,53.0,68.0,FSOK,150.0,8.8,12,64,,,
2015-16,503,Sun,2014-01-05,7:30 PM,6:30 PM,NYK,DAL,MSG,150.0,2.7,4.0,202.0,288.0,FSSW-DAL,150.0,1.4,2,36,59,NBA TV,
2015-16,504,Sun,2014-01-05,9:30 PM,6:30 PM,DEN,LAL,ASE,150.0,2.6,4.0,41.0,61.0,TWC SN/TWC D,135.0,3.5,6,196,284,,
2015-16,505,Mon,2014-01-06,7:00 PM,7:00 PM,MIN,PHI,FSNN-MIN,135.0,2.9,5.0,50.0,67.0,CSN-P,135.0,1,1,29,37,,
2015-16,506,Mon,2014-01-06,7:30 PM,7:30 PM,ATL,BRK,FSS-ATL,150.0,0.8,1.0,18.0,29.0,YES,150.0,1,1,74,123,,
2015-16,507,Mon,2014-01-06,10:30 PM,7:30 PM,ORL,LAC,FSFL,150.0,0.4,1.0,6.0,5.0,FSNP,150.0,0.8,1,45,67,,
2015-16,508,Tue,2014-01-07,7:00 PM,7:00 PM,WAS,CHA,CSN-W,135.0,0.9,1.0,21.0,23.0,SSO-CHA,150.0,0.62,1,7,7.4,,
2015-16,509,Tue,2014-01-07,7:00 PM,7:00 PM,PHI,CLE,CSN-P,135.0,0.6,1.0,17.0,19.0,FSO,150.0,4,6,59,91,,
2015-16,510,Tue,2014-01-07,7:00 PM,7:00 PM,TOR,IND,SNET360,,,,,,FSI,150.0,6.7,10,74,,,SNET360
2015-16,511,Tue,2014-01-07,7:30 PM,7:30 PM,NOP,MIA,FSNO,150.0,2.4,3.0,16.0,,SunSpM,150.0,8.8,13,147,219,NBA TV,
2015-16,512,Tue,2014-01-07,7:30 PM,7:30 PM,DET,NYK,FSD,150.0,1.4,2.0,26.0,32.0,MSG,165.0,2.8,4,210,286,,
2015-16,513,Tue,2014-01-07,8:00 PM,7:00 PM,PHX,CHI,FSA,150.0,2.1,3.0,38.0,50.0,WGN,150.0,5.5,8,193,273,,
2015-16,514,Tue,2014-01-07,8:00 PM,7:00 PM,SAS,MEM,FSSW-SA,165.0,7.9,12.0,72.0,,SSO-MEM,165.0,4.1,6,27,,,
2015-16,515,Tue,2014-01-07,8:00 PM,7:00 PM,GSW,MIL,CSN-BA,135.0,4.5,10.0,113.0,150.0,FSNWI,150.0,0.6,1,6,,,
2015-16,516,Tue,2014-01-07,8:30 PM,7:30 PM,LAL,DAL,TWC SN/TWC D,135.0,2.3,4.0,128.0,194.0,FSSW-DAL,135.0,2.7,4,72,92,,
2015-16,517,Tue,2014-01-07,9:00 PM,7:00 PM,BOS,DEN,CSN-NE,150.0,1.8,3.0,44.0,53.0,ASE,150.0,2.5,4,39,57,,
2015-16,518,Tue,2014-01-07,9:00 PM,7:00 PM,OKC,UTA,FSOK,150.0,8.1,12.0,59.0,,ROOT,150.0,3.5,6,32,,,
2015-16,519,Tue,2014-01-07,10:00 PM,7:00 PM,POR,SAC,CSN-POR,180.0,6.2,10.0,73.0,113.0,CSN-S,210.0,2.8,4,39,53,,
2015-16,520,Wed,2014-01-08,7:00 PM,6:00 PM,DAL,SAS,FSSW-DAL,150.0,0.9,2.0,25.0,28.0,KMYS,150.0,7.2,11,65,,ESPN,
2015-16,521,Wed,2014-01-08,7:00 PM,7:00 PM,DET,TOR,FSD,165.0,1.6,2.0,30.0,42.0,SNET,,,,,,,SNET
2015-16,522,Wed,2014-01-08,7:30 PM,7:30 PM,IND,ATL,FSI,135.0,5.2,8.0,57.0,,FSS-ATL,150.0,1.6,2,39,49,,
2015-16,523,Wed,2014-01-08,7:30 PM,7:30 PM,GSW,BRK,CSN-BA,165.0,4.5,10.0,115.0,144.0,YES,165.0,1.6,2,120,120,,
2015-16,524,Wed,2014-01-08,8:00 PM,7:00 PM,PHX,MIN,FSA,165.0,2.2,3.0,41.0,64.0,FSNN-MIN,165.0,2.5,5,43,49,ESPN,
2015-16,525,Wed,2014-01-08,8:00 PM,7:00 PM,WAS,NOP,CSN-W,150.0,1.3,2.0,30.0,35.0,FSNO,150.0,1.15,1.6,7.5,,,
2015-16,526,Wed,2014-01-08,9:30 PM,8:30 PM,LAL,HOU,TWC SN/TWC D,150.0,2.1,4.0,121.0,147.0,CSN-H,150.0,1.3,2,29,38,,
2015-16,527,Wed,2014-01-08,10:00 PM,7:00 PM,ORL,POR,FSFL,150.0,0.4,1.0,5.0,5.0,CSN-POR,150.0,6.7,11,80,108,,
2015-16,528,Wed,2014-01-08,10:30 PM,7:30 PM,BOS,LAC,CSN-NE,165.0,1.8,5.0,44.0,52.0,FSNP,165.0,1.5,2,85,114,,
2015-16,529,Thu,2014-01-09,8:00 PM,8:00 PM,MIA,NYK,,,,,,,,,,,,,TNT,
2015-16,530,Thu,2014-01-09,10:30 PM,8:30 PM,OKC,DEN,FSOK,150.0,5.5,10.0,40.0,,,,,,,,TNT,
2015-16,531,Fri,2014-01-10,7:00 PM,7:00 PM,WAS,IND,CSN-W,150.0,0.3,,7.0,7.0,FSI,150.0,5,8,54,,,
2015-16,532,Fri,2014-01-10,7:00 PM,7:00 PM,DET,PHI,FSD,150.0,1.7,3.0,31.0,37.0,CSN-P,150.0,1.5,2,45,51,,
2015-16,533,Fri,2014-01-10,7:30 PM,7:30 PM,HOU,ATL,CSN-H,150.0,1.2,2.0,28.0,45.0,FSS-ATL,150.0,1.4,2,32,34,,
2015-16,534,Fri,2014-01-10,8:00 PM,7:00 PM,PHX,MEM,FSA,150.0,2.3,4.0,43.0,75.0,SSO-MEM,150.0,2.7,4,18,,,
2015-16,535,Fri,2014-01-10,8:00 PM,7:00 PM,CHA,MIN,SSO-CHA,150.0,0.42,1.0,5.2,6.3,FSNN-MIN,135.0,3,5,52,67,,
2015-16,536,Fri,2014-01-10,8:00 PM,7:00 PM,DAL,NOP,FSSW-DAL,135.0,1.8,3.0,48.0,54.0,FSNO,150.0,1.28,1.7,8.4,,,
2015-16,537,Fri,2014-01-10,8:00 PM,8:00 PM,MIA,BRK,SunSpM,195.0,5.8,9.0,96.0,137.0,YES,195.0,1.4,2,103,132,ESPN,
2015-16,538,Fri,2014-01-10,8:30 PM,7:30 PM,CHI,MIL,CSN-C,150.0,3.2,5.0,112.0,172.0,FSNWI,150.0,0.2,,2,,,
2015-16,539,Fri,2014-01-10,9:00 PM,7:00 PM,CLE,UTA,FSO,135.0,4,7.0,59.0,79.0,ROOT,150.0,2.563636364,4.818181818,23.45454545,,,
2015-16,540,Fri,2014-01-10,10:00 PM,7:00 PM,ORL,SAC,FSFL,150.0,0.4,1.0,6.0,8.0,CSN-S,165.0,2,3,27,41,,
2015-16,541,Fri,2014-01-10,10:30 PM,7:30 PM,BOS,GSW,CSN-NE,150.0,1.7,4.0,42.0,60.0,CSN-BA,150.0,4.1,8,104,155,,
2015-16,542,Fri,2014-01-10,10:30 PM,7:30 PM,LAL,LAC,TWC SN/TWC D,165.0,1.6,3.0,90.0,138.0,FSNP,165.0,0.8,1,47,52,ESPN,
2015-16,543,Sat,2014-01-11,7:00 PM,7:00 PM,BRK,TOR,YES,150.0,0.5,1.0,37.0,60.0,TSN2,,,,,,,TSN2
2015-16,544,Sat,2014-01-11,7:00 PM,7:00 PM,HOU,WAS,CSN-H,210.0,0.9,2.0,21.0,32.0,CSN-W,210.0,0.7,1,17,24,,
2015-16,545,Sat,2014-01-11,7:30 PM,7:30 PM,PHX,DET,FSA,150.0,1.2,2.0,22.0,32.0,FSD,150.0,1.3,2,24,33,,
2015-16,546,Sat,2014-01-11,7:30 PM,7:30 PM,NYK,PHI,MSG,150.0,2.2,3.0,163.0,247.0,CSN-P,150.0,0.5,1,15,26,,
2015-16,547,Sat,2014-01-11,8:00 PM,7:00 PM,CHA,CHI,SSO-CHA,150.0,0.43,1.0,5.1,5.9,CSN-C,150.0,1.9,3,67,108,,
2015-16,548,Sat,2014-01-11,8:00 PM,7:00 PM,MIL,OKC,FSNWI,150.0,0.3,1.0,3.0,,FSOK,150.0,7.94,13.1,57.9,,,
2015-16,549,Sat,2014-01-11,8:30 PM,7:30 PM,NOP,DAL,FSNO,150.0,0.88,1.4,5.9,,FSSW-DAL,165.0,0.9,1,23,33,,
2015-16,550,Sat,2014-01-11,9:00 PM,7:00 PM,ORL,DEN,FSFL,150.0,0.3,1.0,5.0,3.0,ASE2,150.0,0.86,1.3,13.4,18.8,,
2015-16,551,Sat,2014-01-11,10:00 PM,7:00 PM,BOS,POR,CSN-NE,135.0,0.2,,5.0,6.0,KGW,150.0,8.8,15,104,152,,
2015-16,552,Sun,2014-01-12,6:00 PM,3:00 PM,CLE,SAC,FSO,150.0,1.9,3.0,29.0,38.0,CSN-S,165.0,1.4,2,19,26,,
2015-16,553,Sun,2014-01-12,6:00 PM,5:00 PM,ATL,MEM,FSS-ATL,150.0,0.6,1.0,14.0,16.0,SSO-MEM,150.0,1.6,2,10,,,
2015-16,554,Sun,2014-01-12,7:00 PM,6:00 PM,MIN,SAS,FSNN-MIN,135.0,1.7,3.0,29.0,36.0,FSSW-SA,135.0,7.7,12,69,,,
2015-16,555,Mon,2014-01-13,7:00 PM,7:00 PM,MIL,TOR,,,,,,,TSN,,,,,,,TSN
2015-16,556,Mon,2014-01-13,7:30 PM,7:30 PM,HOU,BOS,CSN-H,150.0,1.2,2.0,28.0,46.0,CSN-NE,150.0,2.2,3,54,70,,
2015-16,557,Mon,2014-01-13,7:30 PM,7:30 PM,PHX,NYK,FSA,195.0,2.6,4.0,48.0,64.0,MSG,195.0,4,6,295,448,,
2015-16,558,Mon,2014-01-13,8:00 PM,7:00 PM,WAS,CHI,CSN-W,150.0,1.5,2.0,37.0,43.0,CSN-C,150.0,3.3,5,118,166,NBA TV,
2015-16,559,Mon,2014-01-13,8:00 PM,7:00 PM,SAS,NOP,FSSW-SA,150.0,8.7,13.0,79.0,,FSNO,150.0,2.1,3,14,,,
2015-16,560,Mon,2014-01-13,8:30 PM,7:30 PM,ORL,DAL,FSFL,150.0,0.7,1.0,10.0,16.0,FSSW-DAL,135.0,1.6,2,42,50,,
2015-16,561,Mon,2014-01-13,9:00 PM,7:00 PM,DEN,UTA,ASE,150.0,2.2,3.0,34.0,55.0,ROOT,150.0,4.8,9,44,,,
2015-16,562,Tue,2014-01-14,7:00 PM,7:00 PM,NYK,CHA,MSG,150.0,2.9,4.0,213.0,301.0,SSO-CHA,150.0,0.54,1,6.2,6.2,,
2015-16,563,Tue,2014-01-14,7:00 PM,7:00 PM,SAC,IND,CSN-S,165.0,1.9,4.0,26.0,31.0,FSI,150.0,4.9,8,54,,NBA TV,
2015-16,564,Tue,2014-01-14,8:00 PM,7:00 PM,OKC,MEM,FSOK,150.0,7.9,12.0,57.0,,SSO-MEM,150.0,4.1,6,28,,,
2015-16,565,Tue,2014-01-14,10:30 PM,7:30 PM,CLE,LAL,FSO,150.0,2.4,5.0,35.0,49.0,TWC SN/TWC D,150.0,2.7,4,152,218,,
2015-16,566,Wed,2014-01-15,7:00 PM,7:00 PM,CHI,ORL,CSN-C,210.0,3.5,6.0,125.0,166.0,FSFL,210.0,0.9,1,13,15,,
2015-16,567,Wed,2014-01-15,7:00 PM,7:00 PM,CHA,PHI,SSO-CHA,150.0,0.49,1.0,5.4,5.5,CSN-P,150.0,0.8,1,23,34,,
2015-16,568,Wed,2014-01-15,7:00 PM,7:00 PM,MIA,WAS,SunSpM,150.0,8.1,13.0,135.0,179.0,CSN-W,150.0,2.2,4,53,71,,
2015-16,569,Wed,2014-01-15,7:30 PM,7:30 PM,TOR,BOS,SNET1,,,,,,CSN-NE,150.0,3.2,5,79,90,,SNET1
2015-16,570,Wed,2014-01-15,8:00 PM,7:00 PM,MEM,MIL,SSO-MEM,150.0,4.4,7.0,30.0,,FSNWI,150.0,0.6,1,6,,,
2015-16,571,Wed,2014-01-15,8:00 PM,7:00 PM,SAC,MIN,CSN-S,165.0,2.4,4.0,33.0,45.0,FSNN-MIN,150.0,2.9,5,51,68,,
2015-16,572,Wed,2014-01-15,8:00 PM,7:00 PM,HOU,NOP,CSN-H,165.0,1,2.0,24.0,28.0,FSNO,165.0,1.3,2,9,,,
2015-16,573,Wed,2014-01-15,8:00 PM,7:00 PM,UTA,SAS,ROOT,150.0,2.5,5.0,23.0,,FSSW-SA,150.0,7.5,12,68,,ESPN,
2015-16,574,Wed,2014-01-15,9:00 PM,7:00 PM,LAL,PHX,TWC SN/TWC D,150.0,2.2,4.0,124.0,192.0,FSA,150.0,2.8,4,53,73,,
2015-16,575,Wed,2014-01-15,10:00 PM,7:00 PM,CLE,POR,FSO,150.0,2.1,4.0,32.0,46.0,KGW,150.0,9.2,15,109,153,,
2015-16,576,Wed,2014-01-15,10:30 PM,7:30 PM,DEN,GSW,ASE,165.0,1,2.0,16.0,23.0,CSN-BA,165.0,3.9,7,97,146,ESPN,
2015-16,577,Wed,2014-01-15,10:30 PM,7:30 PM,DAL,LAC,FSSW-DAL,165.0,2.9,6.0,76.0,92.0,FSNP,165.0,1.5,2,87,116,,
2015-16,579,Thu,2014-01-16,3:00 PM,8:00 PM,BRK,ATL,YES,135.0,0.5,1.0,35.0,41.0,FSS-ATL,135.0,0.7,2,17,20,NBA TV,
2015-16,578,Thu,2014-01-16,7:00 PM,7:00 PM,NYK,IND,MSG,165.0,1.8,3.0,137.0,183.0,,,,,,,TNT,
2015-16,580,Thu,2014-01-16,9:30 PM,8:30 PM,OKC,HOU,,,,,,,,,,,,,TNT,
2015-16,581,Fri,2014-01-17,7:00 PM,7:00 PM,LAC,NYK,FSNP,165.0,0.7,1.0,37.0,46.0,MSG,150.0,1.8,3,135,209,ESPN,
2015-16,582,Fri,2014-01-17,7:00 PM,7:00 PM,CHA,ORL,SSO-CHA,150.0,0.87,1.4,10.0,12.2,FSFL,150.0,0.8,1,12,14,,
2015-16,583,Fri,2014-01-17,7:00 PM,7:00 PM,MIA,PHI,SunSpM,165.0,5.4,9.0,89.0,134.0,CSN-P,150.0,1.3,2,38,61,,
2015-16,584,Fri,2014-01-17,7:00 PM,7:00 PM,MIN,TOR,FSNN-MIN,150.0,2.2,4.0,38.0,45.0,TSN,,,,,,,TSN
2015-16,585,Fri,2014-01-17,7:00 PM,7:00 PM,CHI,WAS,CSN-C,150.0,2,3.0,71.0,98.0,CSN-W,150.0,1.4,2,34,39,,
2015-16,586,Fri,2014-01-17,7:30 PM,7:30 PM,LAL,BOS,TWC SN/TWC D,150.0,1.5,3.0,85.0,116.0,CSN-NE,150.0,4.1,7,100,126,,
2015-16,587,Fri,2014-01-17,7:30 PM,7:30 PM,UTA,DET,ROOT,150.0,3.7,8.0,34.0,,FSD,150.0,1.7,3,32,41,,
2015-16,588,Fri,2014-01-17,8:00 PM,7:00 PM,SAC,MEM,KXTV,150.0,3.2,6.0,45.0,61.0,SSO-MEM,150.0,2.66,4.1,17.9,,,
2015-16,589,Fri,2014-01-17,8:30 PM,7:30 PM,POR,SAS,CSN-POR,150.0,5.5,10.0,65.0,98.0,FSSW-SA,135.0,9,16,81,,,
2015-16,590,Fri,2014-01-17,9:00 PM,7:00 PM,CLE,DEN,FSO,150.0,2.8,5.0,41.0,48.0,ASE,150.0,2.2,4,34,50,,
2015-16,591,Fri,2014-01-17,9:00 PM,7:00 PM,DAL,PHX,FSSW-DAL,150.0,2.5,4.0,66.0,85.0,FSA,150.0,2.5,4,47,55,,
2015-16,592,Fri,2014-01-17,9:30 PM,8:30 PM,GSW,OKC,CSN-BA,150.0,2.8,5.0,70.0,112.0,FSOK,150.0,6.4,12,47,,ESPN,
2015-16,594,Sat,2014-01-18,7:00 PM,7:00 PM,LAC,IND,FSNP,150.0,1.5,3.0,85.0,119.0,FSI,150.0,6.4,11,70,,NBA TV,
2015-16,595,Sat,2014-01-18,7:00 PM,7:00 PM,DET,WAS,FSD+,165.0,0.4,1.0,8.0,9.0,CSN-W,150.0,2,4,47,59,,
2015-16,593,Sat,2014-01-18,7:30 PM,7:30 PM,MIA,CHA,SunSpM,165.0,7.7,13.0,128.0,176.0,SSO-CHA,150.0,1.56,2.5,18.2,24.8,,
2015-16,596,Sat,2014-01-18,8:00 PM,7:00 PM,PHI,CHI,CSN-P,150.0,0.6,1.0,17.0,20.0,WGN,150.0,4.8,8,169,264,,
2015-16,597,Sat,2014-01-18,8:00 PM,7:00 PM,MIL,HOU,FSNWI,150.0,0.6,1.0,5.0,,CSN-H,150.0,0.9,2,21,30,,
2015-16,598,Sat,2014-01-18,8:00 PM,7:00 PM,UTA,MIN,ROOT,150.0,3.1,7.0,29.0,,,,,,,,,
2015-16,599,Sat,2014-01-18,8:00 PM,7:00 PM,GSW,NOP,CSN-BA,150.0,2.4,6.0,62.0,98.0,FSNO,150.0,0.52,1,3.2,,,
2015-16,600,Sat,2014-01-18,8:30 PM,7:30 PM,POR,DAL,KGW,165.0,9.6,18.0,113.0,168.0,FSSW-DAL,150.0,1.8,3,49,67,,
2015-16,601,Sun,2014-01-19,1:00 PM,1:00 PM,LAL,TOR,TWC SN/TWC D,150.0,1.9,4.0,105.0,117.0,TSN,,,,,,,TSN
2015-16,602,Sun,2014-01-19,6:00 PM,6:00 PM,BOS,ORL,CSN-NE,165.0,1.9,3.0,45.0,68.0,FSFL,165.0,0.6,1,8,11,,
2015-16,603,Sun,2014-01-19,7:00 PM,6:00 PM,SAC,OKC,CSN-S,180.0,0.4,1.0,5.0,4.0,FSOK,150.0,7.1,10,52,,,
2015-16,604,Sun,2014-01-19,7:00 PM,6:00 PM,MIL,SAS,FSNWI,135.0,0.2,,1.0,,FSSW-SA,135.0,4.4,7,40,,,
2015-16,605,Sun,2014-01-19,8:00 PM,6:00 PM,DEN,PHX,ASE,150.0,0.8,1.0,13.0,15.0,FSA,150.0,1.6,2,29,44,,
2015-16,606,Mon,2014-01-20,1:00 PM,1:00 PM,DAL,CLE,FSSW-DAL,165.0,0.8,2.0,21.0,31.0,FSO,165.0,1.6,4,24,30,,
2015-16,607,Mon,2014-01-20,1:00 PM,1:00 PM,LAC,DET,FSNP,165.0,0.5,1.0,26.0,38.0,FSD,165.0,1.7,4,32,42,,
2015-16,608,Mon,2014-01-20,2:00 PM,2:00 PM,TOR,CHA,SNET,,,,,,SSO-CHA,150.0,0.07,0.1,0.8,0.8,,SNET
2015-16,609,Mon,2014-01-20,2:00 PM,2:00 PM,PHI,WAS,TCN-P,150.0,0.5,1.0,15.0,16.0,CSN-W,150.0,0.6,2,15,14,,
2015-16,610,Mon,2014-01-20,2:30 PM,2:30 PM,BRK,NYK,YES,150.0,0.3,1.0,22.0,35.0,MSG,150.0,1.4,3,103,146,ESPN,
2015-16,611,Mon,2014-01-20,5:00 PM,4:00 PM,NOP,MEM,FSNO,150.0,1.29,2.0,8.3,,SSO-MEM,150.0,2.9,4,19,,NBA TV,
2015-16,612,Mon,2014-01-20,5:30 PM,5:30 PM,MIA,ATL,SunSpM,165.0,6.9,11.0,115.0,154.0,FSS-ATL,150.0,1.8,3,42,42,,
2015-16,613,Mon,2014-01-20,8:00 PM,7:00 PM,LAL,CHI,TWC SN/TWC D,165.0,3,5.0,172.0,239.0,,,,,,,,
2015-16,614,Mon,2014-01-20,8:00 PM,7:00 PM,POR,HOU,,,,,,,CSN-H,,,,,,TNT,
2015-16,615,Mon,2014-01-20,10:30 PM,7:30 PM,IND,GSW,,,,,,,,,,,,,TNT,
2015-16,616,Tue,2014-01-21,7:30 PM,7:30 PM,ORL,BRK,FSFL,135.0,0.8,1.0,12.0,16.0,YES,135.0,0.8,1,61,102,,
2015-16,617,Tue,2014-01-21,7:30 PM,7:30 PM,BOS,MIA,CSN-NE,150.0,2.9,4.0,72.0,83.0,SunSpM,165.0,9.1,13,152,197,NBA TV,
2015-16,618,Tue,2014-01-21,8:00 PM,7:00 PM,SAC,NOP,CSN-S,165.0,2.4,4.0,34.0,40.0,FSNO,150.0,1.3,2,8,,,
2015-16,619,Tue,2014-01-21,8:00 PM,7:00 PM,POR,OKC,CSN-POR,150.0,5.1,10.0,60.0,77.0,FSOK,150.0,10.4,15,76,,,
2015-16,620,Tue,2014-01-21,9:00 PM,7:00 PM,MIN,UTA,FSNN-MIN,135.0,2.8,5.0,49.0,51.0,ROOT,150.0,2.7,5,25,,,
2015-16,621,Wed,2014-01-22,7:00 PM,7:00 PM,LAC,CHA,FSNP,150.0,1,2.0,57.0,82.0,SSO-CHA,150.0,0.67,1,7.5,9.8,,
2015-16,622,Wed,2014-01-22,7:00 PM,7:00 PM,CHI,CLE,CSN-C,150.0,3.5,6.0,124.0,180.0,FSO,135.0,3.6,6,54,73,ESPN,
2015-16,623,Wed,2014-01-22,7:00 PM,7:00 PM,ATL,ORL,FSS-ATL,150.0,1.2,2.0,30.0,48.0,FSFL,150.0,0.9,1,14,18,,
